id,id_provinsi,name,kind
33,43340,KOTA PEKALONGAN,KOTA
33,43146,KOTA SEMARANG,KOTA
33,43146,KOTA SEMARANG,KOTA
33,43146,KOTA SEMARANG,KOTA
33,43061,KOTA SURAKARTA,KOTA
33,43061,KOTA SURAKARTA,KOTA
34,43506,KAB. BANTUL,KABUPATEN
34,43599,KAB. GUNUNG KIDUL,KABUPATEN
34,43599,KAB. GUNUNG KIDUL,KABUPATEN
34,43599,KAB. GUNUNG KIDUL,KABUPATEN
34,43599,KAB. GUNUNG KIDUL,KABUPATEN
34,43762,KAB. SLEMAN,KABUPATEN
34,43762,KAB. SLEMAN,KABUPATEN
35,43506,KAB. BANTUL,KABUPATEN
35,46475,KAB. BANYUWANGI,KABUPATEN
35,51209,KAB. GRESIK,KABUPATEN
35,51209,KAB. GRESIK,KABUPATEN
35,51209,KAB. GRESIK,KABUPATEN
35,46195,KAB. JEMBER,KABUPATEN
35,46195,KAB. JEMBER,KABUPATEN
35,45174,KAB. KEDIRI,KABUPATEN
35,45174,KAB. KEDIRI,KABUPATEN
35,50707,KAB. LAMONGAN,KABUPATEN
35,50707,KAB. LAMONGAN,KABUPATEN
35,50707,KAB. LAMONGAN,KABUPATEN
35,45545,KAB. MALANG,KABUPATEN
35,45545,KAB. MALANG,KABUPATEN
35,45545,KAB. MALANG,KABUPATEN
35,48231,KAB. MOJOKERTO,KABUPATEN
35,48231,KAB. MOJOKERTO,KABUPATEN
35,48231,KAB. MOJOKERTO,KABUPATEN
35,49663,KAB. NGAWI,KABUPATEN
35,49663,KAB. NGAWI,KABUPATEN
35,43927,KAB. PACITAN,KABUPATEN
35,43927,KAB. PACITAN,KABUPATEN
35,44111,KAB. PONOROGO,KABUPATEN
35,44111,KAB. PONOROGO,KABUPATEN
35,44111,KAB. PONOROGO,KABUPATEN
35,44111,KAB. PONOROGO,KABUPATEN
35,47859,KAB. SIDOARJO,KABUPATEN
35,47859,KAB. SIDOARJO,KABUPATEN
35,47859,KAB. SIDOARJO,KABUPATEN
35,47859,KAB. SIDOARJO,KABUPATEN
35,46960,KAB. SITUBONDO,KABUPATEN
35,46960,KAB. SITUBONDO,KABUPATEN
35,46960,KAB. SITUBONDO,KABUPATEN
35,52288,KAB. SUMENEP,KABUPATEN
35,52288,KAB. SUMENEP,KABUPATEN
35,44440,KAB. TRENGGALEK,KABUPATEN
35,44440,KAB. TRENGGALEK,KABUPATEN
35,50358,KAB. TUBAN,KABUPATEN
35,50358,KAB. TUBAN,KABUPATEN
35,52700,KOTA BLITAR,KOTA
35,52700,KOTA BLITAR,KOTA
35,52823,KOTA PASURUAN,KOTA
35,52823,KOTA PASURUAN,KOTA
35,52823,KOTA PASURUAN,KOTA
36,46475,KAB. BANYUWANGI,KABUPATEN
36,53129,KAB. PANDEGLANG,KABUPATEN
36,53129,KAB. PANDEGLANG,KABUPATEN
36,53129,KAB. PANDEGLANG,KABUPATEN
36,54182,KAB. SERANG,KABUPATEN
36,54182,KAB. SERANG,KABUPATEN
36,54656,KOTA CILEGON,KOTA
36,54656,KOTA CILEGON,KOTA
36,54781,KOTA TANGERANG SELATAN,KOTA
36,54781,KOTA TANGERANG SELATAN,KOTA
36,54781,KOTA TANGERANG SELATAN,KOTA
51,55045,KAB. BADUNG,KABUPATEN
51,55045,KAB. BADUNG,KABUPATEN
51,55256,KAB. BANGLI,KABUPATEN
51,54844,KAB. JEMBRANA,KABUPATEN
51,54844,KAB. JEMBRANA,KABUPATEN
51,55333,KAB. KARANGASEM,KABUPATEN
51,55333,KAB. KARANGASEM,KABUPATEN
51,55333,KAB. KARANGASEM,KABUPATEN
51,54901,KAB. TABANAN,KABUPATEN
51,54901,KAB. TABANAN,KABUPATEN
51,55578,KOTA DENPASAR,KOTA
51,55578,KOTA DENPASAR,KOTA
51,55578,KOTA DENPASAR,KOTA
52,55256,KAB. BANGLI,KABUPATEN
52,56467,KAB. BIMA,KABUPATEN
52,56377,KAB. DOMPU,KABUPATEN
52,56377,KAB. DOMPU,KABUPATEN
52,56377,KAB. DOMPU,KABUPATEN
52,56377,KAB. DOMPU,KABUPATEN
52,55760,KAB. LOMBOK TENGAH,KABUPATEN
52,55760,KAB. LOMBOK TENGAH,KABUPATEN
52,55760,KAB. LOMBOK TENGAH,KABUPATEN
52,55760,KAB. LOMBOK TENGAH,KABUPATEN
52,55760,KAB. LOMBOK TENGAH,KABUPATEN
52,56750,KAB. LOMBOK UTARA,KABUPATEN
52,56750,KAB. LOMBOK UTARA,KABUPATEN
52,56187,KAB. SUMBAWA,KABUPATEN
52,56187,KAB. SUMBAWA,KABUPATEN
52,56187,KAB. SUMBAWA,KABUPATEN
52,56677,KAB. SUMBAWA BARAT,KABUPATEN
52,56677,KAB. SUMBAWA BARAT,KABUPATEN
52,56677,KAB. SUMBAWA BARAT,KABUPATEN
52,56789,KOTA MATARAM,KOTA
52,56789,KOTA MATARAM,KOTA
53,57621,KAB. BELU,KABUPATEN
53,56467,KAB. BIMA,KABUPATEN
53,60289,KAB. MALAKA,KABUPATEN
53,60289,KAB. MALAKA,KABUPATEN
53,60289,KAB. MALAKA,KABUPATEN
53,58824,KAB. MANGGARAI,KABUPATEN
53,58824,KAB. MANGGARAI,KABUPATEN
53,59519,KAB. MANGGARAI BARAT,KABUPATEN
53,59519,KAB. MANGGARAI BARAT,KABUPATEN
53,59519,KAB. MANGGARAI BARAT,KABUPATEN
53,59519,KAB. MANGGARAI BARAT,KABUPATEN
53,59519,KAB. MANGGARAI BARAT,KABUPATEN
53,58660,KAB. NGADA,KABUPATEN
53,58660,KAB. NGADA,KABUPATEN
53,58660,KAB. NGADA,KABUPATEN
53,60220,KAB. SABU RAIJUA,KABUPATEN
53,60220,KAB. SABU RAIJUA,KABUPATEN
53,60220,KAB. SABU RAIJUA,KABUPATEN
53,59177,KAB. SUMBA BARAT,KABUPATEN
53,59177,KAB. SUMBA BARAT,KABUPATEN
53,59177,KAB. SUMBA BARAT,KABUPATEN
53,59177,KAB. SUMBA BARAT,KABUPATEN
53,59177,KAB. SUMBA BARAT,KABUPATEN
53,59177,KAB. SUMBA BARAT,KABUPATEN
53,58998,KAB. SUMBA TIMUR,KABUPATEN
53,58998,KAB. SUMBA TIMUR,KABUPATEN
54,57621,KAB. BELU,KABUPATEN
54,56467,KAB. BIMA,KABUPATEN
55,57621,KAB. BELU,KABUPATEN
55,56467,KAB. BIMA,KABUPATEN
61,61841,KAB. BENGKAYANG,KABUPATEN
61,61535,KAB. KAPUAS HULU,KABUPATEN
61,61535,KAB. KAPUAS HULU,KABUPATEN
61,60963,KAB. KETAPANG,KABUPATEN
61,60963,KAB. KETAPANG,KABUPATEN
61,60963,KAB. KETAPANG,KABUPATEN
61,60963,KAB. KETAPANG,KABUPATEN
61,62248,KAB. MELAWI,KABUPATEN
61,62248,KAB. MELAWI,KABUPATEN
61,60488,KAB. SAMBAS,KABUPATEN
61,60488,KAB. SAMBAS,KABUPATEN
61,60488,KAB. SAMBAS,KABUPATEN
61,62153,KAB. SEKADAU,KABUPATEN
61,62153,KAB. SEKADAU,KABUPATEN
61,62153,KAB. SEKADAU,KABUPATEN
61,62153,KAB. SEKADAU,KABUPATEN
61,61233,KAB. SINTANG,KABUPATEN
61,61233,KAB. SINTANG,KABUPATEN
61,61233,KAB. SINTANG,KABUPATEN
62,61841,KAB. BENGKAYANG,KABUPATEN
62,62775,KAB. KOTAWARINGIN TIMUR,KABUPATEN
62,62775,KAB. KOTAWARINGIN TIMUR,KABUPATEN
62,62775,KAB. KOTAWARINGIN TIMUR,KABUPATEN
62,62775,KAB. KOTAWARINGIN TIMUR,KABUPATEN
63,66319,KAB. BALANGAN,KABUPATEN
63,66319,KAB. BALANGAN,KABUPATEN
63,66319,KAB. BALANGAN,KABUPATEN
63,66319,KAB. BALANGAN,KABUPATEN
63,64768,KAB. BANJAR,KABUPATEN
63,65605,KAB. HULU SUNGAI TENGAH,KABUPATEN
63,65605,KAB. HULU SUNGAI TENGAH,KABUPATEN
63,65605,KAB. HULU SUNGAI TENGAH,KABUPATEN
63,64544,KAB. KOTABARU,KABUPATEN
63,64544,KAB. KOTABARU,KABUPATEN
63,64544,KAB. KOTABARU,KABUPATEN
63,64544,KAB. KOTABARU,KABUPATEN
63,64544,KAB. KOTABARU,KABUPATEN
63,64544,KAB. KOTABARU,KABUPATEN
63,66158,KAB. TANAH BUMBU,KABUPATEN
63,66158,KAB. TANAH BUMBU,KABUPATEN
63,66543,KOTA BANJARBARU,KOTA
63,66543,KOTA BANJARBARU,KOTA
63,66543,KOTA BANJARBARU,KOTA
63,66485,KOTA BANJARMASIN,KOTA
63,66485,KOTA BANJARMASIN,KOTA
63,66485,KOTA BANJARMASIN,KOTA
63,64396,KALIMANTAN SELATAN,PROVINSI
63,64396,KALIMANTAN SELATAN,PROVINSI
63,64396,KALIMANTAN SELATAN,PROVINSI
63,62673,KALIMANTAN TENGAH,PROVINSI
63,62673,KALIMANTAN TENGAH,PROVINSI
63,62673,KALIMANTAN TENGAH,PROVINSI
64,64768,KAB. BANJAR,KABUPATEN
64,66981,KAB. BERAU,KABUPATEN
64,67102,KAB. KUTAI BARAT,KABUPATEN
64,67102,KAB. KUTAI BARAT,KABUPATEN
64,67102,KAB. KUTAI BARAT,KABUPATEN
64,67102,KAB. KUTAI BARAT,KABUPATEN
64,66725,KAB. KUTAI KARTANEGARA,KABUPATEN
64,66725,KAB. KUTAI KARTANEGARA,KABUPATEN
64,66725,KAB. KUTAI KARTANEGARA,KABUPATEN
64,66725,KAB. KUTAI KARTANEGARA,KABUPATEN
64,67313,KAB. KUTAI TIMUR,KABUPATEN
64,67313,KAB. KUTAI TIMUR,KABUPATEN
64,67313,KAB. KUTAI TIMUR,KABUPATEN
64,67526,KAB. MAHAKAM ULU,KABUPATEN
64,67526,KAB. MAHAKAM ULU,KABUPATEN
64,67526,KAB. MAHAKAM ULU,KABUPATEN
64,66570,KAB. PASER,KABUPATEN
64,66570,KAB. PASER,KABUPATEN
64,67582,KOTA BALIKPAPAN,KOTA
64,67582,KOTA BALIKPAPAN,KOTA
64,67582,KOTA BALIKPAPAN,KOTA
64,67693,KOTA BONTANG,KOTA
