id_calon,riwayat_organisasi,
3202-00-0000-0404,Ketua PENGDA Tarung Derajat (Boxer) Propinsi Jawa Barat Periode: 2009 -2014,
3202-00-0000-0404,Ketua Badan Narkotika Kabupaten (BNK) Kab. Bandung,
3202-00-0000-0404,Ketua Forum Kerukunan Antar Umat Beragama (FKUB) Kab. Bandung,
3202-00-0000-0404,"Ketua PENGCAB PSSI Kab. Bandung, Periode 2006-2011",
3202-00-0000-0808,"DPC PAN KEC DAYEUHKOLO, BANDUNG",
3202-00-0000-0808,"DPD PAN KAB BANDUNG BANDUNG, WK SEK, 2001",
3202-00-0000-0808,"DPD PAN KAB BANDUNG BANDUNG, SEK",
3202-00-0000-0808,"DPW PAN JAWA BARAT, BANDUNG, WK SEK PUSILU",
3202-00-0000-0808,DPD BM PAN KAN BANDUNG BANDUNG KETUA INISIATOR BM.,
3202-00-0000-0808,"PUSIPIL JABAR II DPW PAN JAWA BARATI II BANDUNG SEK, 2010",
3203-00-0000-0501,"2005-2016, DPP MAJELIS DAKWAH ISLAMIYAH, KETUA UMUM, JAKARTA",
3203-00-0000-0501,"2008-2009, BAPPILU PARTAI GOLKAR. KETUA SUBBID PENGGALANGAN TKH AGAMA.ADAT. MASYARAKAT JAKARTA",
3203-00-0000-0502,"2004-2009, POKJA EKONOMI DPP PARTAI GOLKAR, ANGGOTA, JAKARTA",
3203-00-0000-0901,"Ketua Umum Angkatan Muda Ka'bah 2010-2015 JIn, Diponegoro No.60 Jakarta Pusat",
3203-00-0000-0901,Wakil Sekretaris Jenderal DPP PPP 2011 - 2016 Jin. Diponegoro No.60 Jakarta Pusat,
3203-00-0000-0203,Wabendum DPP PKB sekarang,
3203-00-0000-0203,PP Muslimat Nu Bid Pendidikan sekarang,
3203-00-0000-0203,KOWANI sekarang,
3203-00-0000-0203,Ketum KOPRI PB PMII Tahun 2008 - 2009,
3203-00-0000-0203,Ketua Bidang Pemberdayaan Perempuan BPP (Badan Pengurus Pusat) OI 2007,
3203-00-0000-0601,"2011-2014: Majelis Pemuda Indonesia KNPI, Anggota",
3203-00-0000-0601,"2010-2015: DPP Partai Gerakan Indonesia Raya (Gerindra), Ketua",
3203-00-0000-0601,"2010-2015: DPN Ikatan Alumni Resimen Mahasiswa Indonesia (IARMI), Sekretaris Jenderal",
3203-00-0000-0601,"2009-2014: DPN Garda Muda Merah Putih (GMMP), Ketua Umum",
3203-00-0000-0601,2008-2013: PB Persatuan Bulutangkis Indonesia (PB. PBSI) Wakil Kepala Humas,
3203-00-0000-0601,"2008-2013: DPP Trilogi Pembangunan, Ketua",
3203-00-0000-0601,"2006-2012: Komando Nasional Resimen Mahasiswa Indonesia, Komandan",
3203-00-0000-0601,"2006-2012: Korps Alumni Himpunan Mahasiswa Islam (KAHMI) DKI Jakarta, Wakil Sekjen",
3203-00-0000-0601,"2006-2011: DPP Persatuan Anak Guru Indonesia (PAGI), Sekretaris Jenderal",
3203-00-0000-0601,"2006-2009: Dewan Perwakilan Musyawarah Alumni Sekolah Islam Al-Azhar (DPMA), Anggota",
3203-00-0000-0601,"2006-Skrg: The United States - Indonesia Society (US1NDO), Anggota",
3203-00-0000-0601,"2006-Skrg: Indonesian Council of World Affair (ICWA), Angota",
3203-00-0000-0601,"2006-Skrg: Persatuan Insinyur Indonesia (PII), Anggota",
3203-00-0000-0601,"2005-2008: Majelis Pemuda Indonesia (MPI) Provinsi DKI Jakarta, Ketua",
3203-00-0000-0601,"2004-2009: Forum Pemuda Kalimantan, Pendiri, Pembina",
3203-00-0000-0601,"2001-2006: DPN Garda Muda Merah Putih (DPN GMMP), Ketua",
3203-00-0000-0601,"2001 - 2003: BPD HIPMI Jaya, Wakil Ketua Departemen Wirausaha",
3203-00-0000-0601,"2002 - 2005: DPP KNPI, Ketua . \",
3203-00-0000-0601,"2002 - 2005: DPD KNPI DKI Jakarta, Ketua",
3203-00-0000-0601,"1999 -2002: DPP KNPI, Ketua",
3203-00-0000-0601,"1997 - 2002: DPD KNPI Provinsi DKJ Jakarta, Wakil Ketua",
3203-00-0000-0601,"1996- 1999: DPP KNPI, Komisi Luar Negeri",
3203-00-0000-0601,"1995 - 1998: DPD KNPI Jakarta Pusat, Wakil Ketua",
3203-00-0000-0601,"2000 - 2003: Dcwan Pengurus Pusat Badan Komunikasi Pemuda Remaja Masjid Indonesia (DPP BKPRM1), Bendahara",
3203-00-0000-0601,"2001 - 2006: DPP GEMA MKGR, Ketua",
3203-00-0000-0601,"1998 - 2001: DPP GEMA MKGR, Wakil Sekjen",
3203-00-0000-0601,"1996 -1998: DPP GEM A MKGR, Ketua Departemen Iptek",
3203-00-0000-0601,"1994- 1995:Batalyon 15 Menwa Jayakarta, Komandan Batalyon",
3203-00-0000-0601,"1993-1994: Batalyon 15 Menwa Jayakarta, Kepala Personalia",
3203-00-0000-0601,"1992 - 1994: Batalyon 15 Menwa Jayakarta, Wakil Kepala Personalia",
3203-00-0000-0601,"1991 -1992: Batalyon 15 Menwa Jayakarta, Komandan Peleton",
3203-00-0000-0601,"1992 - 1995: Ikatan Alumni SMA Islam Al-AZHAR, Ketua",
3203-00-0000-0601,"1992 - 1993: Senat MahasiswaItitut Sains dan Teknologi Nasional (ISTN), Bendahara",
3203-00-0000-0601,"1992: Program Persahabatan Mahasiswa Indonesia ke Jepang, Ketua Delegasi",
3203-00-0000-0601,"1990- 1992: Dewan Pembina Remaja Masjid Darul Muttaqien, Ketua.",
3203-00-0000-0601,"1988 - 1990: Remaja Masjid Darul Muttaqien, Ketua Umum",
3203-00-0000-0601,"1988 - 1990: Karang Taruna Cengkareng, Bendahara",
3203-00-0000-0601,"1987 - 1988: OSIS SMA Islam Al-Azhar, Ketua",
3203-00-0000-1002,"Anggota Kompartemen Himpunan Pengusaha MKGR Jakarta, Tahun 1992-1997",
3203-00-0000-1002,Ketua Umum Crops Alumni akademi Ilmu Pelayaran di Jakarta Tahun 1996-2000,
3203-00-0000-1002,Komite Investasi majelis Ekonomi PP muhammadiyah di Jakrta Tahun 2001-2005,
3203-00-0000-1002,Ketua Umum Asosiasi Dana Pensiun Indonesia Jakarta Tahun 2009-Sekarang. Periode sebelumnya (Tahun 2005-2009) menjadi Ketua Bidang Investasi.,
3203-00-0000-1002,Wakil Ketua Majelis Pertimbangan Organisasi Pemuda Pancasila Kabupaten Bogor Tahun 2007-Sekarang,
3203-00-0000-1002,"Anggota Dewan Pakar Karukunan Dermawan Darah (FOKUSWANDA) DKI Jakarta, Forum Donor Darh Tahun 2011-2012",
3203-00-0000-1002,"Anggota Dewan Pembina Barisan Pagar Bangsa Bogor Raya (BPB-R), th 2012-sekarang",
3203-00-0000-1002,Anggota Dewan Pembina Paguran Jalak Banten Th 2007-Sekarang,
3203-00-0000-1002,Pendiri Ikatan Alumni SMAN 2 Bogor,
3203-00-0000-1002,Ketua Dewan Pensehat Pemuda Hanura Kota Bogor 2013,
3203-00-0000-0301,,
3203-00-0000-0701,Tim Sukses Pusat SBY - Boediono Tahun 2009.,
3203-00-0000-0701,Penasehat IPSI Bogor Tahun 2009 - sekarang.,
3203-00-0000-0701,Penasehat Yayasan Pendidikan Bina Ummat (2007-sekarang).,
3203-00-0000-0701,Wakil Sekjen DPP Partai Demokrat (2005-2010).,
3203-00-0000-0701,Ketua DPP Partai Demokrat (2001-2005).,
3203-00-0000-0701,Sekretaris Badan Pemenangan Pemilu DPP Partai Demokrat Tahun 2003 - 2004.,
3203-00-0000-0701,Ketua Komite Anti Narkotika Indonesia (KANI) (2002-sekarang).,
3203-00-0000-0701,Penasehat Yayasan Pendidikan ASIA (2001-sekarang).,
3203-00-0000-0701,Anggota Pengurus HMI Sulawesi Selatan (1967-1969).,
3203-00-0000-0701,Ketua I Ikatan Pelajar SMA Se-Sulselra (1964-1967).,
3203-00-0000-0403,Anggota Departemen Hubungan Internasional DPP PDI PERJUANGAN (2010-2015),
3204-00-0000-0501,"2009-2015, DPP PARTAI GOLKAR, ANGGOTA BID. HUKUM, HAM & OTDA, JAKARTA",
3204-00-0000-0501,"2010-2015, DEPINAS SOKSI, KETUA BID. MAHASISWA & PELAJAR, JAKARTA",
3204-00-0000-0901,Terlampir.,
3204-00-0000-0602,"Ketua Bidang Perdagangan, Dcwan Pimpinan Pusat (DPP), Partai Gerakan Indonesia Raya (GERrNDRA), Jakarta, Periodc Tahun 2012 - Sckarang",
3204-00-0000-0602,"Bendahara, Dcwan Pimpinan Nasional (DPN), Himpunan Kerukunan Tani Indonesia (HKTI), Jakarta, Periode Tahun 2010 - Sekarang",
3204-00-0000-0602,"Ketua Yayasan Giri Raharja, Yayasan Girl Raharja, Notaris Rismalena Kasri. SH, Akta Nomor 1, Tertanggal 21 April 1999, Sukabumi, Periode Th. 1999 s/d Sckarang",
3204-00-0000-0602,"Ketua Bidang Tani, Dcwan Pimpinan Pusat (DPP), Partai Gerakan Indonesia Raya (GERINDRA), Jakarta, Periode Tahun 2010-2012",
3204-00-0000-0602,"Bendahara, Dewan Pimpinan Pusat (DPP), Partai Gerakan Indonesia Raya (GERINDRA), Jakarta, Periode Tahun 2008 - 2010",
3204-00-0000-0602,"Dewan Penasehat, Ikatan Cendekiawan Muslim Indonesia (ICMI), Organisasi Daerah Kabupaten Sukabumi, Sukabumi, Periodc Th. 2007 - 2012",
3204-00-0000-0602,"Anggota Komite Independen Pcmantau Pemilu (K1PP) Jakarta, Komite Independen Pemantau Pemilu (KIPP), Jakarta, Nomor Anggota: 05.0735/KlPP/Jkt/Ludil/1999, Periode 31 Desembcr 1999 s/d 31 Desember 2004",
3204-00-0000-0301,ICMI Jabar PENasehat 2005 Jabar,
3204-00-0000-0301,PW Muhammadiyyah jabar urusan External 2005 Bandung,
3204-00-0000-0401,Pengurus Alumni fakultas Kedokteran,
3204-00-0000-0401,Sakjen IKA-UKI (Periode 2009-2012),
3204-00-0000-0401,Tahun 1992 Ketua Yayasan Waluya Sejati Abadi,
3204-00-0000-0401,Tahun 2001 Ketua PaguyubanKorban Orde Baru (PAKORBA),
3204-00-0000-0401,Tahun 2002 Ketua Lembaga Penelitian Korban Peristiwa 65 (LPKP),
3204-00-0000-0401,Tahun 1991-1996 Wakil Ketua Dewan Pimpinan Daerah Pemuda Demokrat DKI Jakarta,
3204-00-0000-0401,Tahun 1998 Deklarasi KMP,
3204-00-0000-0401,Tahun 1996-2002 Wakil Ketua Dewan Pim pinan Daerah Pemuda Demokrat Jawa Barat,
3204-00-0000-0401,Tahun 2002 Sekretaris Jendral Pemuda Demokrat Indonesia,
3204-00-0000-0401,Tahun 1996-2000 Ketua Dewan Pimpinan Cabang Partia Demokrasi Indonesia Perjuangan Kota Tangerang,
3204-00-0000-0401,Tahun 2000-2005 Wakil Ketua Dewan Pimpinan Daerah Partia Demokrasi Indonesia Perjuangan Prov. Jawa Barat,
3204-00-0000-0401,Tahun 2005 Deklarator Srikandi Demokrasi Indonesaia (SDI0,
3204-00-0000-0401,Tahun 2007 Wakil Ketua Dewan Pimpinan Daerah Partia Demokrasi Indonesia Prov. Banten,
3204-00-0000-0401,Tahun 2010 Ketua Dewan Pimpinan Pusat (DPP PDI Perjuangan Bid. Kesehatan dan Tenaga Kerja,
3204-00-0000-0401,Tahun 2011 PLH Dewan Pimpinan Daerah (DPD PDI Perjuangan Prov. Banten),
3204-00-0000-0802,"Paskibraka,Jawa Barat, 1990- 1992",
3204-00-0000-0802,"Purna Paskibraka Indonesia,Jawa Barat, 1991 - 1992",
3205-00-0000-0501,"1999-2004, BALITBANG PARTAI GOLKAR, BENDAHARA, JAKARTA",
3205-00-0000-0501,"2004-2009, DPP PARTAI GOLKAR, WAKIL BENDAHARA, JAKARTA",
3205-00-0000-0501,"2009-2011, DPP PARTAI GOLKAR, WAKIL BENDAHARA, UMUM, JAKARTA",
3205-00-0000-0501,"2011-2014, KETUA UKM DAN KOPERASI DPP PARTAI GOLKAR, KETUA, JAKARTA",
3205-00-0000-0502,"2002-2004, PB HMI, KETUA, JAKARTA",
3205-00-0000-0502,"2009-2015, DPP PARTAI GOLKAR, DEPT.ORGANISASI DAERAH, JAKARTA",
3205-00-0000-0502,"2010-2015, DEPINAS SOKSI, WASEKJEN, JAKARTA",
3205-00-0000-0502,"2011-2016, DEPINAS WIRAKARYA INDONESIA, SEKRETARIS JENDRAL, JAKARTA",
3205-00-0000-0901,Ketua DPP PPP Jakarta 2011-2015 (Korbid Hubungan Luar Negeri DPP PPP),
3205-00-0000-0901,Ketua DPP PPP Jakarta 2007 - 2012(Korbid Mahasiswa Pemuda dan Olahraga DPP PPP),
3205-00-0000-0901,Koordinator Wilayah DPP PPP Se-Kalimantan Periode 2007-2012,
3205-00-0000-0901,Ketua DPP PPP Jakarta 2003-2007 (Koordinator Informasi dan Komunikasi DPP PPP),
3205-00-0000-0901,"Koordinator Wilayah Dewan Pimpinan Pusat PPP Se-Sumatera, Banten dan Jabar Periode 2003-2007",
3205-00-0000-0901,Ketua PP Syarikat Islam (SI),
3205-00-0000-0901,DPP PPP (1999-2003),
3205-00-0000-0601,"DIRKTUR INSTITUTE FOR POLICY STUDIES (IPS), JAKARTA, 1997 - SEKARANG",
3205-00-0000-0601,"WAKIL KETUA UMUM DPP UMUM DPP PARTAI GERINDRA, JAKARTA, 2008 - SEKARANG",
3205-00-0000-0601,"FOUNDER FADLI ZON LIBRARY (JAKARTA, 2008) & RUMAH BUDAYA FADLI ZON (SUMATERA BARAT, 2011)",
3205-00-0000-0601,"SEKRETARIS JENDERAL DPN HIMPUNAN KERUKUNAN TANI INDONESIA (HKTI), JAKARTA, 2010-2015",
3205-00-0000-0601,"KETUA BADAN KOMUNIKASI PARTAI GERINDRA, JAKARTA, 2010 - SEKARANG",
3205-00-0000-0301,HMI,
3205-00-0000-0301,Menwa You VII/Surya Kencana,
3205-00-0000-0301,PK,
3205-00-0000-0301,PKS,
3205-00-0000-0702,Wakil Bendahara Umum DPP Partai Demokrat-20o8 s/d 2010,
3205-00-0000-0702,Sekretaris Dept. Persaiangan Usaha & perlindungan Konsumen DPP Partai Demokrat - 2010 s/d 2012,
3205-00-0000-0702,Ketua Dept. Persaingan Usaha & Perlindungan Konsumen DPP Partai Demokrat - 2012 s/d sekarang,
3205-00-0000-0402,GEXAEAN MAHSOOISG FRISTEN INDONESIA 1992 -,
3205-00-0000-0402,SENAT PAHASISWA PAN HUKUM VKI 1996,
3205-00-0000-0402,SEKJEN EESKUTIE LBHN JAKARTA,
3205-00-0000-0402,PENDIRI FORUM EOTA,
3205-00-0000-0402,SEK JEN FENA 98 (PERHIMPUNAN NASIONAL AKTIVIS 1998),
3205-00-0000-0402,PENDIRI BENDERA (BENTENG PESWERASE PAKYAT),
3205-00-0000-0405,"Ketua ORARI Lokal Pulogadung, Jakarta Timur",
3205-00-0000-0405,Ketua Bidang Olahraga Taruna Merah Putih,
3205-00-0000-0802,"Partai Amanat Nasional,wakil sekjen, 2007 - sekarang",
3206-00-0000-0505,"2009-2015, DPD GOLKAR DEPOK BID HUKUM DAN HAM, WAKIL KETUA, DEPOK",
3206-00-0000-0505,"2012-2017, DPP HWK BID HUKUM DAN HAM, KETUA DPP, JAKARTA",
3206-00-0000-0505,"2006-2014, LSM DCS 9DEPOK CIVIL SOCIETY), KETUA UMUM, DEPOK",
3206-00-0000-0601,1987-1992 PDI (Pantari),
3206-00-0000-0601,2008-2013 Gerindra (Partai),
3206-00-0000-0301,BENDAHARA UMUM DPP PKS.,
3206-00-0000-0301,"WAKIL SEKRETARIS REI (REAL ESTATE INDONESIA), PROVINSI BANTEN.",
3206-00-0000-0301,BENDAHARA IKATAN PENULIS DAN WARTAWAN MUDA ISLAM,
3206-00-0000-0301,"KETUA KOMISARIAT HMI, JAYABAYA",
3206-00-0000-0401,DPP. TARUNA MERAH PUTH,
3206-00-0000-0401,DPP ANGGOTA BIDPORA,
3206-00-0000-0401,DPP KADIN,
3206-00-0000-0406,RELAWAN PERJUANGAN DEMOKRASI,
3206-00-0000-0803,"GARDA MUDA NASIONAL,DPP PAN,KETUA BADAN, 2011 - 2013",
3207-00-0000-0501,"1983-1984, OSIS SMAN II PURWAKARTA, KETUA, PURWAKARTA",
3207-00-0000-0501,"1989-1990, PB HMI, KETUA, JAKARTA",
3207-00-0000-0501,"2010-2015, DEPINAS SOKSI, KETUA UMUM, JAKARTA",
3207-00-0000-0501,"2011-2013, DPP PARTAI GOLKAR, KETUA BIDANG PP WILAYAH JAWA 1, JAKARTA",
3207-00-0000-0506,"2006-2009, KONI, WAKIL KETUA, JAWA BARAT",
3207-00-0000-0506,"2006-2009, PARTAI GOLKAR, KETUA DEWAN PENASEHAT, JAWA BARAT",
3207-00-0000-0506,"2010-2015, dpd PARTAI GOLKAR KARAWANG, KETUA, JAWA BARAT",
3207-00-0000-0901,Anggota PMII/alamat/l 982-1985,
3207-00-0000-0901,Anggota PMII/alamat/l 982-1985,
3207-00-0000-0901,Anggota Bidang Pemberdayaan Perempuan DPP PPP/ Jl. Dipenogoro No.60 Jakarta/2003,
3207-00-0000-0901,Wakil Sekretaris DPC PPP Kabupaten Bekasi/alamat /2004,
3207-00-0000-0901,Pembina BadanKomunikasi Masyarakat Bekasi/ alamat/ 2005,
3207-00-0000-0901,Sekretaris Umum DPC PPP Kabupaten Bekasi/alamat/ 2006-2007,
3207-00-0000-0901,Ketua Pemberdayaan Ekonomi Keluarga Solidaritas Istri Kabinet IndonesiaBersatu/ alamat/2004-2009,
3207-00-0000-0901,Wakil Ketua Pengembangan usaha DEKRANAS Bekasi/alamat/ 2004-2009,
3207-00-0000-0901,Ketua IKASTRI PPP/alamat/2007-sekarang,
3207-00-0000-0901,Ketua Umum MT Wardatul Ummahat Jakarta/alamat / 2007-sekarang,
3207-00-0000-0901,Ketua Bidang Pemberdayaan Perempuau dan Perlindungan Anak DPP PPP/JI. Dipenogoro No.60 Jakarta/2011-2016,
3207-00-0000-0901,Ketua Umum Wanita Persatuan Pembangunan PPP/ Jl. Dipenogoro No.60 Jakarta a/2012-2017,
3207-00-0000-0201,Greend Peace Asia Tenggara,
3207-00-0000-0201,Forum Pemuda Betawi,
3207-00-0000-0201,Anggota PARFI,
3207-00-0000-0201,Duta Komunitas Adat terpencil Kemensos RI 2013 - 2014,
3207-00-0000-0201,Duta Pemuda Anti Narkaba Kemenpora - BNN 2013 - 2014,
3207-00-0000-0201,Duta Wakaf AI Azhar 2013 - 2014,
3207-00-0000-0601,PARTAI GERINDRA. JAKARTA (2008),
3207-00-0000-0601,PEREMPUAN INDONESIA RAYA (PIRA). JAKARTA (2011),
3207-00-0000-0601,"PEMUDA DEMOKRAT INDONESIA 1947, JAKARTA (2012)",
3207-00-0000-0302,,
3207-00-0000-0701,Sekretaris Umum Senat Mahasiswa IKIP Bandung,
3207-00-0000-0701,Ketua PB HMI 1996-1998,
3207-00-0000-0701,Koord Nasional Relawan Politik Untuk Perubahan (RPUP) Relawana pemenangan SBY-JK pada PILPRES 2004,
3207-00-0000-0701,Ketua Departemen DPP PD 2005-2010,
3207-00-0000-0701,Wakil Sekretaris Jenderai DPP PD Periode 2010-2015,
3207-00-0000-0401,GERAKAN MAHASISWA VI CAUANSI Pro DEMOKRASI ANTI MILITERISM,
3207-00-0000-0401,KETUA YAYASAN PITALOKA,
3207-00-0000-0401,STAFF FELLOW OF GREENPEACE JAKARTA,
3207-00-0000-0401,KETUA LUMBUNG BUDATA RAKYAT,
3207-00-0000-0401,SETJEN TMP CTARUNA MERAH PUTIH,
3207-00-0000-0407,Komandan Detasemen Mahasiswa UNSIKA,
3207-00-0000-0407,Ketua DPC Partisan Siliwangi, Tahun 2011-2016
3207-00-0000-0804,"Tae Kwon Do Kab. Bekasi,Bendahara, 2005 - skrg",
3207-00-0000-0804,"DPD PAN Kab Bekasi,Ketua, 2010 -skrg",
3207-00-0000-0804,"BAMUS SUNDA Kab Bekasi,Ketua, 2012 - skrg",
3207-00-0000-0804,"Pupuhu Keluarga Besar TALAGAMANGGUNG Jabar,Ketua, 2008 - skrg",
3207-00-0000-0804,"DPD PAN Kab Bekasi,Ketua, 2005 - 2010",
3207-00-0000-0804,"DPD PAN Kec Pebayuran,Ketua, 2002 - 2005",
3208-00-0000-0501,"2002-2003, PERSATUAN MAHASISWA INDONESIA AMERIKA, KETUA, LOS ANGELES",
3208-00-0000-0501,"2008-2011, DPP HIPMI, KETUA BIDANG, JAKARTA",
3208-00-0000-0501,"2009-2015, KOMPARTEMEN UKM, KETUA, JAKARTA",
3208-00-0000-0501,"2010-2015, DDP AMPI, KETUA UMUM, JAKARTA",
3208-00-0000-0505,"2006-2013, PEMUDA PANCASILA, KETUA MPC, INDRAMAYU",
3208-00-0000-0505,"2010-2013, PARTAI GOLKAR, KETUA DPD, INDRAMAYU",
3208-00-0000-0505,"2011-2013, DPP HIPMI, TAMBANG,-",
3208-00-0000-0201,Seketaris GP Ansor Indramayu (1984-1989),
3208-00-0000-0201,Keyua GP Ansor Indramayu (1989-1994),
3208-00-0000-0201,Ketua LP Ma'ari Indramayu (1995-1998),
3208-00-0000-0201,Ketua DPC PKB Indrmayu (2005-2006),
3208-00-0000-0602,"lkatan Sarjana NU (ISNU), tahun 2011 - sekarang",
3208-00-0000-0602,Persatuan Insinyur Indonesia (PII): tahun 2000 - sekarang,
3208-00-0000-0602,"Ikaran Ahli Teknik Perminyakan lndonesia (lATMI), tahun 1978-sekarang.",
3208-00-0000-1002,Wakil Sekjen DPP PER (Partai Bintang Reformasi) tahun 2002 s/d 2005,
3208-00-0000-1002,Sekjend SRASI (Suara Perempuan Reformat) tahun 2003 s/d 2006,
3208-00-0000-1002,Wakil Sekjend Bidang Pemenangan Pemilu Partai Hanura tahun 2006 s/d 2008,
3208-00-0000-1002,Sekretaris Badan Pemenangan Pemilu (Bappilu) Partai Hanura tahun 2007 s/d 2008,
3208-00-0000-1002,Ketua Bidang UKM DPP PARTAI HANURA Hasil Munas I Tahun 2010,
3208-00-0000-1002,Ketua Umum Srikandi Hanura,
3208-00-0000-0301,Ketua Bidang Kaderisasi DPP PKS (2004-2009),
3208-00-0000-0301,Ketua Badan Perencanaan Dakwah DPP PKS,
3208-00-0000-0301,Wasekjen bidang Media,
3208-00-0000-0301,Direktur yuyassan IQRO,
3208-00-0000-0701,"Ketua Departemen Pertanian DPP Partai Demokrat, Periode 2010-2015.",
3208-00-0000-0701,"Koordinator wilayah (Korwil) Partai Demokrat Dapil VIII Jawa Barat, Periode 2010-2015.",
3208-00-0000-0701,"Wakil ketua Fraksi Partai Demokrat DPR RI Bidang Pertanian, Kelautan, Perikanan, Kehutanan, dan Pangan, 2011-sekarang.",
3208-00-0000-0701,"Wakil Sekretaris Fraksi Partai Demokrat DPR RI Bidang Hukum, 2010-2011.",
3208-00-0000-0701,"Wakil Ketua Fraksi Partai Demokrat DPR RI Bidang Demokrat, Periode 2005-2009.",
3208-00-0000-0701,"Ketua Departemen Kelautan dan Perikanan DPP Partai Demokrat, Periode 2005-2009.",
3208-00-0000-0701,"Sekretaris Koordinator wilayah (Korwil) Partai) Demokrat Jawa Barat, Periode 2005-2010.",
3208-00-0000-0701,"Ketua Bidang Ilmu, Pengetahuan dan Teknologi Dewan Pengurus Nasional Himpunan Kerukunan Tani Indonesia (HKTI).",
3208-00-0000-0701,Bendahara Pengurus Kolektif nasional Kestuan Alumni Himpunan Mahasiswa Islam (KAHIMI),
3208-00-0000-0701,Anggota Dewan Kehormatan Barisan Massa Demokrat (BMD),
3208-00-0000-0701,Pengurus Pusat Ikatan Cendekiawan Muslim Indonesia (ICMI) Pusat.,
3208-00-0000-0701,Anggota Dewan Kehormatan Ihwanul Mubalighin,
3208-00-0000-0701,Wakil Ketua Umum Masyarakat Perbenihan dan Pembibitan Indonesia (MPPI),
3208-00-0000-0701,Ketua Dewan Pembina Taruna Desa Hutan Indonesia (TADINA).,
3208-00-0000-0701,Sekjen Jaringan Masyarakat Pesisir Indonesia,
3208-00-0000-0401,PDI Perjuangan,
3208-00-0000-0401,Pendiri Yayasan Sumatera 18,
3208-00-0000-0401,Anggoto Dewan Penasehat Asosiasi Jasa Titipan Ekspres (Asperindo),
3208-00-0000-0401,Ikatan Alumni Lemhannas,
3208-00-0000-0401,Perhimpunan Mahasiswa Kotholik Republik Indonesia (PMKRI),
3208-00-0000-0403,"PDP PDI PERJUANGAN JAWA GARAT JL. PELAJAR PEJUANG 45 NO.2 BANDUNG, 3 TAHUN",
3208-00-0000-0403,"PDP PDI PERJUANGAN INDRAMAYU JL. PAHLAWAN'NO.69 INFRAMAYU, 10 TAHUN",
3208-00-0000-0403,"PDP HNSI JAWABARAT, JL. PELINUNG NEWARA NO.40 BANDUNG, 1 TAHUN",
3208-00-0000-0403,"PUSKU MINALAKSAN AMUKITI JAWA BARAT JUPEKINDUNG HEWAN NO.40 BANDUNG, 2 TAHUR",
3209-00-0000-0501,"1982-1985, DPD ORMAS KNPI, SLKHRIARIS. JABAR",
3209-00-0000-0501,1984-1989. DPD GOLKAR. WAKIL SEKERTAR1S. JABAR,
3209-00-0000-0501,"1989-1993. DPD GOLKAR. WAKIL SEKERTARIS, JABAR",
3209-00-0000-0501,1998-2004. DPD GOLKAR. WAKIL SEKERTARIS. JABAR,
3209-00-0000-0501,"2010-2015. WANTIM DPD PARTAI GOLKAR JABAR,",
3209-00-0000-0903,Ketua DPC PPP Sumedang 2005-2010 / 2010-2015,
3209-00-0000-0903,Ketua Umum Senat Mahasiswa STTG 1994-1996,
3209-00-0000-0903,Pimpinan Pusat IPNU 1996-2003,
3209-00-0000-0903,Ketua 1 PMII KORCAB Jawa Barat 1998-2000,
3209-00-0000-0903,Wakil Ketua PW GP ANSOR Jawa Barat 2009-2012,
3209-00-0000-0903,Ketua DKM Mesjid Agung Sumedang 2012-2015,
3209-00-0000-0903,Wakil Ketua MPD DPD KNPI Sumedang 1994-2007,
3209-00-0000-0201,"Kontras Jakarta, Board, 2010-2014",
3209-00-0000-0201,"Aliansi Nasional Bhinneka Tunggal Ika (ANBTI) Jakarta, Majelis Nasional, 2010-2014",
3209-00-0000-0201,"Tikar Media Jakarta, Pendiri, 2007",
3209-00-0000-0201,"Moderate Moslem Society Jakarta, Pembina, 2008-2012",
3209-00-0000-0201,"Fahmina Institute Jakarta, Dewan Kebijakan, 2008-2012",
3209-00-0000-0201,"KOMPAK (Koalist Masyarakat Sipil Anti Korupsi) Jakarta, Koordinator Bersama",
3209-00-0000-0201,"Dewan Kesenian Majalengka, Ketua, 2005-2009",
3209-00-0000-0201,"Grage Institute Cirebon, Pendiri/Pembina, 2005-2009",
3209-00-0000-0201,"Lembaga Dakwah NU (LDNU) Majalengka, Ketua, 2004-2008",
3209-00-0000-0201,"Rabithoh Ma'ahid Islamiyah (RMI) Jabar, Penasehat, 2007-2012",
3209-00-0000-0201,"Thoriqoh Mu'tabaroh An-Nahdhiyyah Majalengka, Wakil Ketua, 2005-2009",
3209-00-0000-0201,"Lembaga Dakwah NU (LDNU) Jawa Barat, Ketua, 2011-2015",
3209-00-0000-0201,"Paguyuban Sholawat Keraton Kasepuhan Cirebon, Penasehat, 2006-2010",
3209-00-0000-0201,"Akar Djati, Ketua Umum 2009-2013",
3209-00-0000-0601,1974 - 1979 WK. SEKRETARIS DISTRIK AMS KABUPATEN BANDUNG,
3209-00-0000-0601,1975 - 1980 WK. SEKRETARIS AMPI KABUPATEN BANDUNG,
3209-00-0000-0601,1982- 1985 WK. KETUA KNPI KABUPATEN BANDUNG,
3209-00-0000-0601,1999-2004 KETUA I KONTAK TANI NELAYAN ANDALAN PROVINSI JAWA BARAT,
3209-00-0000-0601,2000 - 2005 SEKJEN KONTAK TANI NELAYAN ANDALAN NASIONAL 2003 - 2007 SEKJEN FORUM KOMUNIKASI TANI nelayan karya bangsa dpp golkar,
