id_calon,riwayat_organisasi,
5302-00-0000-0601,"Ketua DPP HKTI NTT Komite Pertanian Masyarakat Berbasis Masyarakat, 2011, Jakarta",
5302-00-0000-0601,"Dewan Penasehat Satuan Relawan Indsonesia Raya DPD NTT 2012-2017, Kupang",
5302-00-0000-0601,"Dewan Penasehat Gerakan Rakyat Dukung Prabowo DPD NTT 2012-2017, Kupang",
5302-00-0000-0601,"Dewan Penasehat BP Pemuda Sinode GMIT NTT, 2008-2012, Kupung.",
5302-00-0000-0601,Dewan Penasehat GAMKI Kota Kupang 2007-2012,
5302-00-0000-0601,"Ketua DPD KNPI Timor Timur Bidang Kaderiasasi, 1995-1999, Dili",
5302-00-0000-0601,"Ketua DPD FKPPI Timor Timur, Bidang Pengembangan Organisasi. 1991-1995, Dili.",
5302-00-0000-0601,"Ketua PERKANTAS (Persekutuan Kristen antar Universitas) Propinsi Timor Timur. 1991-1995, Dili.",
5302-00-0000-0601,"Wakil Ketua PERKANTAS Propinsi Nusa Tenggara Timur. 1995-1999, Kupang",
5302-00-0000-0601,Sekretaris BP Pemuda Kristen Hosana GKTT. 1988-1992,
5302-00-0000-0601,Ketua Persekutuan Mahasiswa Kristen Universitas Timor Timur. 1987-1989,
5302-00-0000-0601,Ketua Badan Pengurus Pemuda Sinode GEREJA Kristen Timor Timur (GKTT). 1990-1996,
5302-00-0000-0601,Sekartaris Umum (Sekum) Senat Universitas Timor Timur. 1987-1989,
5302-00-0000-1001,"Anggota, Organisasi Pramuka di SMP, 1976-1979",
5302-00-0000-1001,"Anggota, Organisasi Intra Sekolah (OSES) di SMP dan SMA, 1975 -1982",
5302-00-0000-1001,"Anggota, Persatuan Golf Maritim Indonesia (PGMI), 1996- Sekarang",
5302-00-0000-1001,"Anggota, Ikatan Sarjana Ekonomi Indonesia (ISEI), 2005 - Sekarang",
5302-00-0000-1001,"Ketua, Paguyuban Buncit Indah, Jakarta, 2006 - Sekarang",
5302-00-0000-1001,"Wakil Sekjen DPP Partai HANURA, 2007-2010",
5302-00-0000-1001,"Wakil Sekjen DPP Partai HANURA, 2010-2012",
5302-00-0000-1001,"Ketua DPP Partai HANURA, 2012-2015",
5302-00-0000-0702,Ketua Departement Pendidikan Nasional Dewan Pengurus Pusat Partai Demokrat.,
5302-00-0000-0702,Wakil Ketua Dep. Lingkungan Hidup Dewan Pimpinan Pusat Partai Demokrat,
5302-00-0000-0702,Wakil Ketua Dewan Pimpinan Daeiah Partai Demokrat Nusa Tenggara Timur (NTT),
5302-00-0000-0702,Ketua Badan Perwakilan Mahasiswa Sekolah Tinggi Ilmu Keuangan Denpasar,
5302-00-0000-0702,Sekretraris Senat Mahasiswa Universitas Pendidikan Nasional (Undiknas Denpasar),
5302-00-0000-0702,Ketua I Gerakan Mahasiswa Kristen Indonesia (GMKI) Cabang Bali,
5302-00-0000-0702,Pengurus Perkemi (Persaudaraan Shorinji Kempo) Cabang Bali Program,
5302-00-0000-0401,DPP BMI sebagai Ketua,
5302-00-0000-0401,BADIKLAT PDI PORGVANGAN Sebgai Bendahara,
5302-00-0000-0401,HARLEY OWNER GROUP sbg Ketva Umum,
5302-00-0000-0401,KADIN NTT sebagai Anggota,
6101-00-0000-0101,"1999-2000, SYURO PKB WILAYAH, SEKRETARIS DEWAN, KALIMANTAN BARAT",
6101-00-0000-0101,"2001-2008, PARTAI PKB, KETUA DPW, KALIMANTAN BARAT",
6101-00-0000-0501,"1994-1997,KNPI,KETUA DPD,KALIMANTAN BARAT",
6101-00-0000-0501,"2005-2010, KARANG TARUNA, KETUA, KALIMANTAN BARAT",
6101-00-0000-0501,"2004-2009, PARTAI GOLKAR,KETUA DPD,KALIMANTAN",
6101-00-0000-0901,,
6101-00-0000-0201,Sekretaris Jendral PP HIKMAHBUDHI (Presidium Pusat Himpunan Mahasiswa Buddhis Indonesia) (11995-1998),
6101-00-0000-0201,Anggota Aktif international Network of Engaged Buddhists (INEB) 1995- sekarang Anggota Aktif The Alternative to Consumerism (1997),
6101-00-0000-0201,"Pendiri dan Anggota Forum Kebangsaan Pemuda Indonesia - FKPI (1998), FKPI terdiri dari 11 organisasi Pergerakan Mahasiswa yang memiliki latar belakang berbeda namun memiliki sumbangsih besar atas reformasi di tahun 1998, anggota FKPI adalah HlKMANBUDHL PMII, GMKI, GMNI, PMKRI, KMHDI, IPPNU, IPNU. GAMKI, Pemuda Demokrat",
6101-00-0000-0201,Pendiri dan Anggota Indonesian Interfaith Youth- Gemari (1999),
6101-00-0000-0201,Pemimpin Umum dan Redaktur Senior MajaJah Hikmahbudhi (1995-sekarang).,
6101-00-0000-0201,Pendiri dan Anggota Dewan Direktur National Institute for Democracy and Peace- INDeP (1999),
6101-00-0000-0201,Pendiri dan Direktur Yayasan Pencerahan (1995-sekarang),
6101-00-0000-0201,Pendirt dan Anggota Dewan Pengurus Piokader(2006-sekarang),
6101-00-0000-0201,Penasehat PP HIKMAHBUDHI 2000-sekarang,
6101-00-0000-0201,"Pendiri dan Anggota Dewan Direktur Institute of National Leadership and Public Policy (INLAPP) dan Yayawr. Kader Indonesia (2008) sebagai lembaga yang peduli melahirkan kader-kader muda sebagat pimpman nasional yang visioner, nasionails, dan pro rakyat",
6101-00-0000-0201,Dewan Pengawas Institut Nagarjuna (2009-Sekarang),
6101-00-0000-0201,Seketaris Jendral Pengurus Pusat Laskar-13 (2008-Sekarang),
6101-00-0000-0201,Kelua Umum GPS DKI Jakarta (Gerakan Pro SBY),
6101-00-0000-0201,Wakil Sekretaris Jendral DPP PKB (2007-sekarang),
6101-00-0000-0201,Kordinator Wilayah Kalimantan Barat DPP PKB (2009-Sekarang),
6101-00-0000-0609,ISKA . L Ikatan Sakjana Kthosik 7 Kal - Bar . 2012.,
6101-00-0000-0609,FDKJ. L Torum Dakjak Kalimantan Jakarta ) 2011.,
6101-00-0000-0703,Wakil Ketua Bidang Kelautan dan Perikanan DPP Kosgoro Masa Bakti 2012-2017(Kosgoro HayaIsman),
6101-00-0000-0703,Ketua Badan Pengawas Perkumpulan PENA. 2009-Sekarang www. Perkumpulan pena .org,
6101-00-0000-0703,"Pengurus GAMKI (Gerakan Angkatan Muda Kristen Indonesia ) Provinsi Kalimantan Barat,2010-Sekarang",
6101-00-0000-0703,"Kepala Biro Media dan Advocacy, Aliansi Masy arake Adat Nusantara (AMAN) Prov Kalipan, 2003-2006",
6101-00-0000-0703,Anggota Aliansi Jurulis Independen (AJI) Cab. Portianak. 1999-2003,
6101-00-0000-0402,Ketua Bidang PPO PMKRI Cabang Jakarta Pusat,
6101-00-0000-0402,Ketua DPD Taruna Merah Putih Kalimantan Barat,
6101-00-0000-0402,Ketua Pemprov ISSI Kalimantan Barat,
6101-00-0000-0402,Pengurus Pusat Ikatan Sarjana Katolik (ISKA),
6101-00-0000-0402,Sekjen Pemuda Katolik,
6101-00-0000-0402,Wakil Ketua Bidang Politik dan Hubungan Antar Lembaga DPD PDI Perjuangan Kalimantan Barat,
6101-00-0000-0403,Pengurus DPC PDI Perjuangan Kabupaten Sintang 2004-2009,
6101-00-0000-0403,"Pengurus DPD PDI Perjuangan Provinsi Kalimantan Barat, 2004 - Sekarang",
6101-00-0000-0403,"Anggota Departemen Infrastruktur DPP PDI Perjuangan, 2010 - Sekarang",
6101-00-0000-0404,"Himpunan Mahasiswa Planologi, Institut Teknologi Bandung (ITB) Ketua Bidang (1991-1992)",
6101-00-0000-0404,"Himpunan Mahasiswa Katolik Kalimantan Barat di Bandung, Ketua (1990-1992)",
6101-00-0000-0404,"Pengurus Ikatan Alumni Sekolah Tinggi Manajemen PPM Jakarta, Bidang Kerjasama Dunia Usaha dan BUMN( 2006-2008)",
6101-00-0000-0404,"Tim Kampanye Cornelis-Christiandy, dalam pemilihan umum Gubernur Kalimantan Barat (2007)",
6101-00-0000-0404,Bendahara Umum Dewan Adat Dayak (DAD) Kalimantan Barat (2010-2015),
6101-00-0000-0404,Koordinator Tim Pakar dalam Tim Kampanye Cornelis-Christiandy pada pemilihan umum Gubernur Kalimantan Barat (2012),
6101-00-0000-0404,Ketua Lembaga EODAS (Organization for Environmental and Development of Asset Sustainability) (2009-sekarang),
6101-00-0000-0404,Ketua Bidang Tata Ruang Kelompok Kerja Pengurangan Emisi dari Deforestrasi dan Degradasi Hutan (Pokja REDD+) Provinsi Kalimantan Barat (2012-sekarang),
6101-00-0000-0404,Ketua Advokasi dan Hubungan Masyarakat pada Kepengurusan Komisariat Daerah Asosiasi Pengusaha Hutan Indonesia (APHI) - Kalimantan Barat,
6101-00-0000-0404,Sekretaris Eksekutif pada Kepengurusan gabungan Pengusaha Kelapa Sawit Indonesia (GAPKI) Kalimantan Barat (2008-2012),
6101-00-0000-0801,"DPP PAN Jakarta,,Ketua Harian, 2010 - 2015",
6101-00-0000-0801,"DPW PAN Kalimantan Barat,,Ketua, 2008 - 2011",
6101-00-0000-0801,"ADKASI DPRD Seluruh Indonesia,, Wakil Sekjen, 2004 - 2010",
6101-00-0000-0801,"BAPILU DPW PAN - Kalbar,,Ketua, 2004 - 2008",
6101-00-0000-0801,"DPP PAN Kab. Melawai,,Ketua, 2003 - 2004",
6101-00-0000-0801,"BAPILU DPD Kab. Sintang - Kalbar,,Ketua, 2000 - 2003",
6101-00-0000-0801,"DPC PAN NANGA Pinah Kab. Sintang - Kalbar,,Ketua, 1999-2000",
6101-00-0000-0801,"GEMA Kosgoro Kodya Pontianak,,Ketua, 1992 - 1995",
6101-00-0000-0801,"SMPT Universitas Tanjubg Pura,,Wakil Sekjend, 1992 - 1994",
6101-00-0000-0801,"Pembunan Pemuda KNPI - Kalbar,,Ketua Biro, 1993 - 1993",
6201-00-0000-0101,"2004-2008, ESDM, Kadin PUSAT WAKIL KETUA BIDANG",
6201-00-0000-0101,"2002-2002, DEPARTEMEN PENGEMBANGAN USAHA, BPP HIPMI",
6201-00-0000-0101,"2012-2013, ASEAN, JUNIOR CHAMBER INTERNATIONAL SENATE",
6201-00-0000-0101,"2011-2013, ASEAN, JUNIOR CHAMBER INTERNATIO, NAL SENATE",
6201-00-0000-0101,"2011-2013, LEMBAGA PENGUSAHA PEMUDA PANCASILA PUSAT",
6201-00-0000-0101,"2011-2013, SDA, Kadin PUSAT, KETUA BIDANG SDA KAWASAN TENGAH",
6201-00-0000-0101,"2012-2013, FORUM PEDULI BORNEO KALTENG, DEKLATOR, KALTENG",
6201-00-0000-0502,"2000-2005. PKK KABUPATEN KUTAI TIMUR. KETUA TIM PENGGERAK, KALIMANTAN TIMUR",
6201-00-0000-0502,"2000-2005, DARMAWANITA KABUPATEN KUTAI TIMUR. PENASEHAT. KALIMANTAN TIMUR",
6201-00-0000-0502,"2000-2007. PENGAJIAN ALHIDAYAH KABUPATEN KUTAI TIMUR, ANGGOTA, KALIMANTAN TIMUR",
6201-00-0000-0502,2010-2013. ALHIDAYAH BIDANG EKONOMI KOPERASI. KETUA DPP. JAKARTA,
6201-00-0000-0601,Ketua GNPU Provinsi kalteng (1998_2003),
6201-00-0000-0601,Wakil Ketua KNPI Provinsi Kalteng (2001-2004),
6201-00-0000-0601,Wakil Ketua MUI Kota Palangka Raya (2005-2010),
6201-00-0000-0601,Ketua PINBUK Kota Palangka Raya (2002-2006),
6201-00-0000-0401,Ketua DPD Taruna Mcrah Putih Provinsi Kalimantan Tengah tahun 2009 s/d skrg,
6201-00-0000-0401,Wakil Ketua APINDO Kalimantan Tengah tahun 2008 s/d skrg,
6201-00-0000-0401,tahun 2008 s/d skrg,
6201-00-0000-0402,,
6201-00-0000-0801,"DPD WALUBI Kalimantan Tengah, Palangkaraya,Ketua 1985 - Sekarang",
6201-00-0000-0801,"DPP PAN,Palangkaraya,Ketua, 2010-2015",
6201-00-0000-0801,"DPW Kalimantan Tengah, Palangkaraya,Sekretaris, 2000-2010",
6201-00-0000-0801,"Pengda PERCASI Kalimantan Tengah,Palankaraya,Ketua, 1997-2003",
6201-00-0000-0801,"DPW PAN Kalimantan Tengah,Palangkaraya,Bendahara, 1998-2000",
6301-00-0000-0501,"2009-2015, DPP PARTAI GOLKAR, KETUA BIDANG PP WILAYAH KALIMANTAN, JAKARTA",
6301-00-0000-0501,"2004-2009, DPP PARTAI GOLKAR, WAKIL SEKJEN, JAKARTA",
6301-00-0000-0505,"2011-2013, DEPIDAR XIV SOKSI, BENDAHARA, KALIMANTAN SELATAN",
6301-00-0000-0505,"2009-2015, DPD PARTA1 GOLKAR, BENDAHARA, KALIMANTAN SELATAN",
6301-00-0000-0901,Ketua Kelompok Ilmiah Remaja Kalimantan Selatan Tahum 1988.,
6301-00-0000-0901,Ketua Majelis Perwukilan Siswa SMP Negeri 4 Amuntai.,
6301-00-0000-0901,Ketua OSIS SMA Negeri Amuntai 1987,
6301-00-0000-0901,Ketua Umum Pencinta Filatelis Indonesia Kalimantan Selatan.Kalimantan Tengah dan Kalimaman Timur Tahun 1988-1992.,
6301-00-0000-0901,Wakil Ketua Badan Perwakilan Mahasiswa Fakultas Perikanan Universitas Lambung Mangkurat Tahun 1989-1990.,
6301-00-0000-0901,Ketua Umum Senat Mahasiswa Fakultas Perikanan Universitas Lambung Mangkurat Tahun 1990-1993,
6301-00-0000-0901,Wakil Sekretaris PW GP Ansor Kalimantan Selatao Tahun 1989-1994.,
6301-00-0000-0901,Pengurus DPD KNPI Kalimantan Selatan Tahun 1991 -1993.,
6301-00-0000-0901,Ketua PMII Cabang Banjarbaru Kalimantan Selatan Tahun 1993-1994.,
6301-00-0000-0901,Pengurus Besar Pergerakan Mahasiswa Islam Indonesia (PB PMII) Tahun 1994-1997.,
6301-00-0000-0901,WakiI Sekretaris Jenderal DPP PPP 2011-2015,
6301-00-0000-0201,WAKIL KETUA ASOSIASI PERGURUAN TINGGI SELURUH INDONESIA TAHUN 1999-2003,
6301-00-0000-0201,WAKIL KETUA ASOSIASI TINGGI SELURUH INDONESIA TAHUN 2003-2007,
6301-00-0000-0201,KETUA FORUM KOMUNIKASI DOSEN PERGURUAN TINGGI SWASTA SELURUH INDONESIA TAHUN 2003-2008,
6301-00-0000-0201,WAKIL KETUA ASOSIASI PERGURUAN TINGGI SELURUH INDONESIA 2007-2013,
6301-00-0000-0201,WAKIL KETUA ASOSIASI PERGURUAN TINGGI SELURUH INDONESI TAHUN 2013-2016,
6301-00-0000-0604,Wakil ketua senat mahasiswa APDN Banjarbaru,
6301-00-0000-0604,"Ahlli Andalan Pengurus KTNA Provinsi Kalimantan Selatan, 2005 -2010",
6301-00-0000-0604,Ketua DPW PBB Provinsi Kalimantan Selatan Periode 2010-2015 ( Berhenti mengundurkan diri pada 1 Februari 2013),
6301-00-0000-0301,Dewan Pembina PAHAM INDONESIA (2011),
6301-00-0000-0301,PRAMUKA Se-Jakarta I980-1982,
6301-00-0000-0301,Pelajar Islam Indonesia 1980-I988,
6301-00-0000-0301,Ikatan Ketua OSIS Se-Jakarta 1982-1985,
6302-00-0000-0501,"2012-2017, PEMUDA PANCASILA, KETUA MPW, KALIMATAN SELATAN",
6302-00-0000-0501,"2012-2017, MKGR, KETUA HARIAN, KALIMANTAN SELATAN",
6302-00-0000-0501,"2012-2015, PARTAI GOLKAR, KETUA BIDANG ORGANISAS1, KALIMANTAN SELATAN",
6302-00-0000-0901,Ketua ADWINDO Kalse (2006-2008),
6302-00-0000-0901,Wakil Ketua IPNU Kalse(2006-2008),
6302-00-0000-0901,Wakil Ketua HIPMI Kalse(2007-2010),
6302-00-0000-0901,Sekjend GMPI (2011-skrg),
6302-00-0000-0201,"0-0, KETUA REGIONAL, KALIMANTAN",
6302-00-0000-0201,"0-0, KETUA, KALIMANTAN SELATAN",
6302-00-0000-0201,"0-0, ANGGOTA, KALIMANTAN SELATAN",
6302-00-0000-0201,"0-0, KETUA, KALIMANTAN SELATAN",
6302-00-0000-0201,"1984-1988, KETUA UMUM DPD KNPI, KALIMANTAN SELATAN",
6302-00-0000-0201,"1988-1991, KETUA DPP KNPI, KALIMANTAN SELATAN",
6302-00-0000-0201,"0-0, KETUA UMUM DPW, KALIMANTAN SELATAN",
6302-00-0000-0201,"1991 - 1994, SEKRETARIS UMUM, KALIMANTAN SELATAN",
6302-00-0000-0201,"0-0, KETUA MAJELIS, KALIMANTAN SELATAN",
6302-00-0000-0201,"0-0, KETUA PRESIDIUM, KALIMANTAN SELATAN",
6302-00-0000-0201,"0-0, KETUA UMUM, UNIVERSITAS SEBELAS MARKET SOLO",
6302-00-0000-0201,"2002-2007, PENASEHAT PCNU, KAB. TANAH LAUT",
6302-00-0000-0601,Ketua Himpunan Siswa Ekonomi Seluruh Indonesia (HIMSEKSI) Komisariat SMEP dan SMEA Negeri Kotabaru Tahun 1966-1969,
6302-00-0000-0601,Ketua Presedium Kesatuan Aksi Pemuda Pelajar Indonesia (KAPPI) Rayon Kotabaru Tahun 1966-1968,
6302-00-0000-0601,Anggota DPC Pemuda Anshor Kotabaru 1969-1971,
6302-00-0000-0601,Sekretaris Dewan Kesenian Daerah Kab. Kotabaru Tahun 1971,
6302-00-0000-0601,DPD Korpri Dati II Kotabaru Tahun 1972,
6302-00-0000-0601,DPD Golongan Karya Dati II Kotabaru Tahun 1973,
6302-00-0000-0601,Ketua Himpunan Alumni/Abituren SMEA Kotabaru Tahun 1980-1982,
6302-00-0000-0601,Sekretaris Persatuan Sepakbola Indonesia Kotabaru Tahun 1980-1983,
6302-00-0000-0601,Wakil Ketua DPD KNPI Kab. Kotabaru Tahun 1987-1992,
6302-00-0000-0601,Ketua Kerukunan Kotabaru di Banjarbaru Tahun 1993,
6302-00-0000-0601,Pengurus Majelis Ta'lim AI Kausar Sekapuk Kec. Satui Tahun 1997,
6302-00-0000-0601,Anggota Himpunan Serjana Magister Manajemen dan Master Administrasi Seluruh Indonesia Tahun 1998,
6302-00-0000-0601,Wakil Ketua Pengurus Wilayah Nahdatul Ulama Provinsi Kalimantan Selatan Tahun 2004,
6302-00-0000-0601,Ketua DPD Partai Golongan Karya Kab. Kotabaru Tahun 2005-2010,
6302-00-0000-0601,Ketua Korwil Partai Gerindra Kalsel II Tahun 2011-Sekarang,
6302-00-0000-0601,Badan Perwakilan Anggota (BPA) Asuransi Bumi Putera Kalimantan Tahun 2013,
6302-00-0000-0401,KETUA OSIS AMAN 3 JM,
6302-00-0000-0401,KETUA KNPI FAB. BANJAR,
6302-00-0000-0401,KETUA AMPI KAB. BANJAR,
6302-00-0000-0401,KETUA DPC PDI PERJVANGAN TAHUN LAUT,
6302-00-0000-0401,KETUA DPD PDI PERJVANGAN KALSEL,
6401-00-0000-0101,"1974-1978, KNPI, WAKIL KETUA, SAMARINDA",
6401-00-0000-0101,"1980-1985, KNPI, WAKIL KETUA, KALTIM",
6401-00-0000-0101,"1994-1997, MPD KNPI TINGKAT I",
6401-00-0000-0101,"1985-1990, AMPI, KETUA, KALTIM",
6401-00-0000-0101,"1989-1994, ANGGOTA BADAN KONSULTASIU PPM SAMARINDA, ANGGOTA, SAMARINDA",
6401-00-0000-0101,"1977-1981, KPMKT, SEKJEN",
6401-00-0000-0101,"1998-2013, KKSS TINGKAT II SAMARINDA, PENASEHAT SAMARINDA",
6401-00-0000-0101,"1966-1967, KAPPI (KESATUAN AKSI PEMUDA PELAJAR INDONESIA), ANGGOTA, SAMARINDA",
6401-00-0000-0101,"1967-1968, KAPPI, WAKIL SEKRETARIS, KALTIM",
6401-00-0000-0101,"1994-1997, IKBLA AR HAKIM, DEWAN PEMBINA, SAMARINDA",
6401-00-0000-0101,"1993-2013, ICMI, ANGGOTA, SAMARINDA",
6401-00-0000-0101,"1995-1997, KAHMI, DEWAN PENASEHAT, SAMARINDA",
6401-00-0000-0101,"1994-1999, DHD ANGKATAN 45, ANGGOTA, KALTIM",
6401-00-0000-0101,"1998-2001, DHD 45 KALTIM, WAKIL KETUA, KALTIM",
6401-00-0000-0101,"1996-2000, DEWAN KESENIAN DAERAH KOTA SAMARINDA, KETUA, SAMARINDA",
6401-00-0000-0101,"1993-1998, DPD GOLKAR TK II SAMARINDA, KETUA SAMARINDA",
6401-00-0000-0101,"1998-2009, DPD GOLKAR TK II SAMARINDA, KETUA, SAMARINDA",
6401-00-0000-0101,"2009-2009, DPD PARTAI DEMOKRAT PROV KALTIM, KETUA, KALTIM",
6401-00-0000-0501,"2009-2015, DPP PARTAI GOLKAR, KETUA BIDANG ORGANISASI D, AN DAERAHDPP PARTAI",
6401-00-0000-0501,"2008-2009, DPD I PARTAI GOLKAR KALIMANTAN TIMUR, KETUA, KALIMANTAN TIMUR",
6401-00-0000-0501,"2001-2008, DPD II PARTAI GOLKAR KABUPATEN KUTAI TIMUR, KETUA TIMUR",
6401-00-0000-0501,"2000-2001, DPD II PARTAI GOLKAR KABUPATEN KUTAI TIMUR, SEKRETARIS, KUTAI TIMUR",
6401-00-0000-0501,"1997-2000, DPD II PARTAI GOLKAR KABUPATEN KUTAI TIMUR, WAKIL SEKRETARIS, KUTAI TIMUR",
6401-00-0000-0505,"2001-2010, PKK. KETUA, BONTANG",
6401-00-0000-0505,"2010-2014. DP II GOLKAR, KETUA. BONTANG",
6401-00-0000-0505,"2005-2010, GOW, KETUA, BONTANG",
6401-00-0000-0901,Ketua WPP Thn 1989- 1990,
6401-00-0000-0901,Pit.Ketua DPC PPP Kota Balikpapan Thn 1992- 1996,
6401-00-0000-0901,Sekretaris DPC PPP Kota Balikpapan Thn.1996-2001,
6401-00-0000-0901,Wkl Ketua DPW PPP Thn 2002-2011,
6401-00-0000-0901,Sekretaris MPW PPP Thn 2012-sekarang,
6401-00-0000-0901,IPPNU Kab.Kota Baru Thn 1968-1970,
6401-00-0000-0901,Ketua Fatayat NU Kota Balikpapan Thn.1971-1975,
6401-00-0000-0901,Wkl.Ketua Muslimat NU Kota Balikpapan Thn.1976-2003,
6401-00-0000-0901,Ketu Muslimat NU Kota Balikpapan Thn 2004-sekarang,
6401-00-0000-0601,KETUA UMUM KERUKUNAN KELUARGA SUL-SEL,
6401-00-0000-0302,Yayasan Pengurus SM FMIPA UNHAS Tahun 1989,
6401-00-0000-0302,Pengurus IMM FMIPA UNHAS Tahun 1989 Tahun 1994,
6401-00-0000-0302,Wakil Ketua Panitia Pemilihan Daerah KalTim Tahun 1998-1999,
6401-00-0000-0302,Ka. DPP PKS Wilda Kalimantan,
6401-00-0000-0701,PENASEHAT DHATMA WANITA,
6401-00-0000-0701,KETUA PKK KABUPATEN,
6401-00-0000-0701,KETUA PPTI KABUPATEN,
6401-00-0000-0701,KETUA YAYASAN JANTUNG INDONESIA,
6401-00-0000-0401,Sekretaris Dewan Pembina Dewan Adat Dayak Propinsi Kalimantan Timur,
7101-00-0000-0501,"2005-2005, PARTAI GOLKAR, AMGGOTA, BOLAANG MONGONDOW",
7101-00-0000-0501,"2007-2009, PARTAI GOLKAR, BENDAHARA, SULUT",
7101-00-0000-0501,"2009-2009, PARTAI GOLKAR, JURU KAMPANYE, NASIONAL",
7101-00-0000-0501,"2009-2014, PARTAI GOLKAR, SEKRETARIS DPD, SULUT",
7101-00-0000-0501,"2009-2014, DPR-RI, ANGGOTA l-RAKSI PARTAI GOLKAR, JAKARTA",
7101-00-0000-0501,"2009-2014, MPR-RI, WABENDUM FRAKSI PARTAI GOLKAR, JAKARTA",
7101-00-0000-0501,"2007-2010, DPD KNPI, KETUA, BOLAANG MONGONDOW",
7101-00-0000-0501,"2010-2015, DPP KNPI, WASEKJEN, JAKARTA",
7101-00-0000-0501,"2008-2013, DPP BKPRMI,WAKETUM, JAKARTA",
7101-00-0000-0501,"2010-2015, DPP AMPI, WAKIL KETUA, JAKARTA",
7101-00-0000-0501,"2009-2013, KAHMI, PENGURUS PIMPINAN, JAKARTA",
7101-00-0000-0501,"2013-2018, DEPIDAR SOKSI, KETUA IIARIAN, SULUT",
7101-00-0000-0602,PENATUA GPIB FILADELFIA BINTARO JAYA,
7101-00-0000-0701,"Ketua Badan TIMNAS PSSI, Jakarta (1983-1985)",
7101-00-0000-0701,Ketua Pengda PSSI Provinsi Irian Jaya (1992-1993),
7101-00-0000-0701,Ketua KONI Provinsi Sulawesi Utara ( 1995-2000),
7101-00-0000-0701,"Ketua Umum PB POR MAESA Pusat, Jakarta (1997-Sekarang)",
7101-00-0000-0701,Ketua Majelis Pertimbangan Partai Demokrat Sulawesi Utara (2004-Sekarang),
7101-00-0000-0701,"Sekretaris Jenderal DPP Partai Demokrat, Jakarta (2003-2005)",
7101-00-0000-0701,Anggota Dewan Pembina Partai Demokrat (2005-Sekarang),
7101-00-0000-0401,Thn 2012 - Sekarang: Ketua DPD PDI Perjuangan Sulawesi Utara,
7101-00-0000-0401,Thn 2010 - Sekarang: Bendahara Umum DPP PDI Perjuangan,
7101-00-0000-0401,Thn 2009 - Sekarang: Bendahara Fraksi PDI Perjuangan,
7101-00-0000-0401,2010-2015: Ketua KONI Sulawesi Utara,
7101-00-0000-0402,"PDI PERJUANGAN SULAWESI UTARA, 6 (ENAM) TAHUN ANGGOTA",
7101-00-0000-0402,"TARUNA MERAH PUTIH (TMP) SULAWESI UTARA, 5 (LIMA) TAHUN KETUA DEWAN PIMPINAN DAERAH",
7101-00-0000-0402,"YAYASAN FKKMI SULAWESI UTARA, 7 (TUJUH) TAHUN KETUA DEWAN PENASEHAT",
7101-00-0000-0402,"KERUKUNAN KELUARGA KAWANUA (KKK) JAKARTA, 5 (LIMA) TAHUN WKL BENDAHARA UMUM",
7101-00-0000-0402,"PEMUDA PANCA MARGA JAKARTA, 5 (LIMA) TAHUN BENDAHARA DPP",
7101-00-0000-0402,"PERSATUAN GEREJA INDONESIA (PGI) WILAYAH DKI JAKARTA, 5 (LIMA) TAHUN BENDAHARA",
7101-00-0000-0402,"KERAPATAN GEREJA MASEHI INJILIMINAHASA (KGPM) JAKARTA, 5 (LIMA) TAHUN BENDAHARA",
7101-00-0000-0402,"PERSATUAN ARTIS FILM INDONESIA (PARFI) SULAWESI UTARA, 3 TAHUN KETUA PIMPINAN DAERAH SULUT",
7101-00-0000-0806,,
7201-00-0000-0101,"Pengurus HMI Cabang Palu, 1998",
7201-00-0000-0101,"Pengurus Pemuda Pancasila, Provinsi Sulteng; 1999-Sekarang",
7201-00-0000-0101,Pengurus KADIN Provinsi Sulteng,2005
7201-00-0000-0101,Ketua Dewan Pimpinan Wilayah Partai NasDem Provinsi Sulawesi Tengah, 2013-2018
7201-00-0000-0501,"2010-2015, KADIN INDONESIA, DEWAN PENASEHAT, JAKARTA",
7201-00-0000-0501,"2009-2015, DPR PARTAI GOLKAR, WASEKJEN, JAKARTA",
7201-00-0000-0601,Ketua OSIS SMP Don Bosco Tahun1984,
7201-00-0000-0601,Ketua OSIS SMA Negeri I Tolitoli - Tahun 1987,
7201-00-0000-0601,Ketua Dewan Kwartif Cabang Pramuka Tolitoli 1985,
7201-00-0000-0601,Ketua Lembaga Pengkajian dan Penelitian Ilmu Ssial UMI Makassar - Tahun 1988,
7201-00-0000-0601,Pengurus Komisariat HMI Fakultas Hukum - UMI Makassar - Tahun 1989,
7201-00-0000-0601,Wakil Ketua MPW Pemuda Pancasila Sulteng - Tahun 1998,
7201-00-0000-0601,Ketua DPD Real Estate Indonesia - Sulteng - Tahun 2010,
7201-00-0000-0601,"Wakil Korwi untuk Wilayah Bali, Nusa Tenggara dan Sulawesi DPP Real Estate Indonesia - 2012",
7201-00-0000-0601,Wakil Bendahara Partai golkar DPD Kota Palu - Tahun 2008,
7201-00-0000-0601,Ketua Dewan Pertimbangan KADIN Kota Palu - Tahun 2010,
7201-00-0000-0601,"Wakil Ketua KADIN Sulteng, Bidang Perumahan tahun 2013",
7201-00-0000-1001,Tahun 1990-1997, Kabid Operasional Yayasan Lembaga Bantuan hukum indonesia (YLBHI) Cabang Makassar
