id,nama_calon,nama_wakil_calon,qwords
246,Ridwan Mukti,Rohidin Mersyah,info pasangan calon Ridwan Mukti Rohidin Mersyah
624,Sultan B Najamudin,Mujiono,info pasangan calon Sultan B Najamudin Mujiono
494,H. HASAN BASRI AGUS,"EDI PURWANTO, S.Hi., M.Si.","info pasangan calon H. HASAN BASRI AGUS EDI PURWANTO, S.Hi., M.Si."
441,"H. ZUMI ZOLA ZULKIFLI, S.TP, MA","DR. Drs. H. FACHRORI UMAR, M.HUM","info pasangan calon H. ZUMI ZOLA ZULKIFLI, S.TP, MA DR. Drs. H. FACHRORI UMAR, M.HUM"
511,H. M. HARRIS,"Drs. H. ZARDEWAN, MM","info pasangan calon H. M. HARRIS Drs. H. ZARDEWAN, MM"
509,ZUKRI,Drs. H. ABDUL ANAS BADRUN,info pasangan calon ZUKRI Drs. H. ABDUL ANAS BADRUN
537,H.SUYATNO,Drs.JAMILUDIN,info pasangan calon H.SUYATNO Drs.JAMILUDIN
749,H. SYAFRUDIN,MOHAMAD RIDWAN.S.IP,info pasangan calon H. SYAFRUDIN MOHAMAD RIDWAN.S.IP
775,Drs. H. WAN SYAMSIR YUS,"H. HELMI, SE","info pasangan calon Drs. H. WAN SYAMSIR YUS H. HELMI, SE"
758,"H. HERMAN SANI, SH.,M.Si",TAEM,"info pasangan calon H. HERMAN SANI, SH.,M.Si TAEM"
661,"H. Syafaruddin Poti, SH","H. Erizal, ST","info pasangan calon H. Syafaruddin Poti, SH H. Erizal, ST"
663,"H. Suparman, S.Sos, M.Si",H. Sukiman,"info pasangan calon H. Suparman, S.Sos, M.Si H. Sukiman"
458,"Ir. H. Hafith Syukri, MM","Nasrul Hadi, ST., MT","info pasangan calon Ir. H. Hafith Syukri, MM Nasrul Hadi, ST., MT"
983,"H.SYAMSUAR, M.Si","Drs.H. ALFEDRI, M.Si","info pasangan calon H.SYAMSUAR, M.Si Drs.H. ALFEDRI, M.Si"
583,"H. SUHARTONO, SH","H. SYAHRUL, S.IP, M.Si","info pasangan calon H. SUHARTONO, SH H. SYAHRUL, S.IP, M.Si"
754,"Ir. H. INDRA CATRI, MSP., DT. MALAKO NAN PUTIAH","H. TRINDA FARHAN SATRIA, ST, MT","info pasangan calon Ir. H. INDRA CATRI, MSP., DT. MALAKO NAN PUTIAH H. TRINDA FARHAN SATRIA, ST, MT"
755,"IRWAN FIKRI, SH",CHAIRUNAS,"info pasangan calon IRWAN FIKRI, SH CHAIRUNAS"
729,"Drs. H. Taufan Gama Simatupang, M.AP","H. Surya, BSc","info pasangan calon Drs. H. Taufan Gama Simatupang, M.AP H. Surya, BSc"
1206,"Brigjen. TNI (Purn). Dr. Hj. Nurhajizah Marpaung, SH, MH","Ir. H. Amir Syarifuddin, MM","info pasangan calon Brigjen. TNI (Purn). Dr. Hj. Nurhajizah Marpaung, SH, MH Ir. H. Amir Syarifuddin, MM"
944,"ELISA KAMBU, S.Sos","THOMAS EPPE SAFANPO, ST","info pasangan calon ELISA KAMBU, S.Sos THOMAS EPPE SAFANPO, ST"
947,"FRITS TOBO WAKASU, S.Pak, SH",CORNELIS SALVATOR LAMERA,"info pasangan calon FRITS TOBO WAKASU, S.Pak, SH CORNELIS SALVATOR LAMERA"
546,"SILVESTER SIFORO, SH. MH","dr. YULIUS PATANDIANAN, Sp.B","info pasangan calon SILVESTER SIFORO, SH. MH dr. YULIUS PATANDIANAN, Sp.B"
547,SIMON DEWAR,JACOBUS RAYMUNDUS APOLINARIS TETHOOL,info pasangan calon SIMON DEWAR JACOBUS RAYMUNDUS APOLINARIS TETHOOL
642,"I Nyoman Giri Prasta, S.Sos","Drs. I Ketut Suiasa, SH","info pasangan calon I Nyoman Giri Prasta, S.Sos Drs. I Ketut Suiasa, SH"
646,"I Made Sudiana, SH., M.Si.",Drs. I Nyoman Sutrisno,"info pasangan calon I Made Sudiana, SH., M.Si. Drs. I Nyoman Sutrisno"
662,"Drs. H. ANSHARUDDIN, M.Si",H. SYAIFULLAH,"info pasangan calon Drs. H. ANSHARUDDIN, M.Si H. SYAIFULLAH"
461,"DIMAS FEBRIANDIE, ST., MT","H. M. Yusuf A, SH","info pasangan calon DIMAS FEBRIANDIE, ST., MT H. M. Yusuf A, SH"
22,"H. SUHARDI, SE",H. SABIRIN,"info pasangan calon H. SUHARDI, SE H. SABIRIN"
24,"Drs. H. M. RIDUAN DARLAN, M.SI","H. RUSLI ABAS, SE","info pasangan calon Drs. H. M. RIDUAN DARLAN, M.SI H. RUSLI ABAS, SE"
711,"H. DEKI FAJAR, SH.","DONY MULYANA KURNIA, ST.","info pasangan calon H. DEKI FAJAR, SH. DONY MULYANA KURNIA, ST."
1032,"CAMELIA PUJI ASTUTI, S.Sn, MA","H. M. AMIN, MA","info pasangan calon CAMELIA PUJI ASTUTI, S.Sn, MA H. M. AMIN, MA"
598,Ir. H. SYAHIRSAH. SY,"Hj. SOFIA JOESOEF, S.H","info pasangan calon Ir. H. SYAHIRSAH. SY Hj. SOFIA JOESOEF, S.H"
242,"H. ARDIAN FAISAL, S.E, M.Si",MUH. QOMARUDIN,"info pasangan calon H. ARDIAN FAISAL, S.E, M.Si MUH. QOMARUDIN"
318,"SINWAN, S.H",H. ARZANIL,"info pasangan calon SINWAN, S.H H. ARZANIL"
1155,"Yuslih Ihza, SE",Drs. Burhanuddin,"info pasangan calon Yuslih Ihza, SE Drs. Burhanuddin"
931,"dr. Basuri Tjahaja Purnama, M.Gizi Sp.GK","Fezzi Uktolseja, SE., MM","info pasangan calon dr. Basuri Tjahaja Purnama, M.Gizi Sp.GK Fezzi Uktolseja, SE., MM"
934,H. Usmandie A Andeska,Musdiyana,info pasangan calon H. Usmandie A Andeska Musdiyana
855,"WILLYBRODUS LAY, SH",Drs. J.T. OSE LUAN,"info pasangan calon WILLYBRODUS LAY, SH Drs. J.T. OSE LUAN"
857,"VENTJE JACOBUS ROMAN ABANIT, SE, Akt",Drs. BONA BOWE,"info pasangan calon VENTJE JACOBUS ROMAN ABANIT, SE, Akt Drs. BONA BOWE"
1159,"drg. VALENTINUS PAREIRA, MM","CYPRIANUS TEMU, S. IP","info pasangan calon drg. VALENTINUS PAREIRA, MM CYPRIANUS TEMU, S. IP"
1188,"DR. H. SULAIMAN ZAKARIA, Dipl.Ps",NOOR CHARIS PUTRA,"info pasangan calon DR. H. SULAIMAN ZAKARIA, Dipl.Ps NOOR CHARIS PUTRA"
486,"AMRIL MUKMININ, SE., MM","MUHAMMAD, ST., MP","info pasangan calon AMRIL MUKMININ, SE., MM MUHAMMAD, ST., MP"
1187,"Ir. H. HERLIYAN SALEH, M.Sc",RIZA PAHLEFI,"info pasangan calon Ir. H. HERLIYAN SALEH, M.Sc RIZA PAHLEFI"
481,"Sebastianus Darwis, SE., MM.",Rurahkmad,"info pasangan calon Sebastianus Darwis, SE., MM. Rurahkmad"
464,"Suryadman Gidot, M.Pd","Agustinus Naon, S.Sos","info pasangan calon Suryadman Gidot, M.Pd Agustinus Naon, S.Sos"
850,Drs. H. Zainal Abidin Merahli,"H. Syarifuddin Sabana, SH","info pasangan calon Drs. H. Zainal Abidin Merahli H. Syarifuddin Sabana, SH"
851,"H. Dirwan Mahmud, SH","Gusnan Mulyadi, S.E., M.M.","info pasangan calon H. Dirwan Mahmud, SH Gusnan Mulyadi, S.E., M.M."
520,H. Reskan Effendi,"Rini Susanti,S.Sos","info pasangan calon H. Reskan Effendi Rini Susanti,S.Sos"
521,"Ir. H. Ramlan Saim, MM.","H. Aprizal Zupi, SH.","info pasangan calon Ir. H. Ramlan Saim, MM. H. Aprizal Zupi, SH."
308,"H. Yurman Hamedi,S.IP","H. Ahmad Zarkasi, SP., M.Si","info pasangan calon H. Yurman Hamedi,S.IP H. Ahmad Zarkasi, SP., M.Si"
38,Ir. Mian,"Arie Septia Adinata, SE","info pasangan calon Ir. Mian Arie Septia Adinata, SE"
374,Gunadi,"Sutrisno Udro Lukmono, SE","info pasangan calon Gunadi Sutrisno Udro Lukmono, SE"
666,"H, Ahmad Rifai, ST.MM",H. Fahmi Rizani,"info pasangan calon H, Ahmad Rifai, ST.MM H. Fahmi Rizani"
544,"H. Muharram, S.Pd, MM",H. Agus Tamtomo,"info pasangan calon H. Muharram, S.Pd, MM H. Agus Tamtomo"
67,"ABDUL KHAYIR, SH, MH","Drs. H. ABDUL HAMID, M.Si","info pasangan calon ABDUL KHAYIR, SH, MH Drs. H. ABDUL HAMID, M.Si"
1033,HJ. INDAH DHAMAYANTI PUTRI,DRS. DAHLAN M. NOER,info pasangan calon HJ. INDAH DHAMAYANTI PUTRI DRS. DAHLAN M. NOER
309,"DRS. H. SYAFRUDIN H.M.NUR.,M.PD",DRS. H. MASYKUR HMS,"info pasangan calon DRS. H. SYAFRUDIN H.M.NUR.,M.PD DRS. H. MASYKUR HMS"
209,ADY MAHYUDI,DRS. A. ZUBAIR,info pasangan calon ADY MAHYUDI DRS. A. ZUBAIR
715,DRS.KHAZALIK,"INDRA SETIAWAN, SST","info pasangan calon DRS.KHAZALIK INDRA SETIAWAN, SST"
722,"APRI SUJADI, S.Sos","H. DALMASRI, M.M","info pasangan calon APRI SUJADI, S.Sos H. DALMASRI, M.M"
349,K.H. SOFYAN YAHYA,"Drs. H. AGUS YASMIN, S.IP., M.Si.","info pasangan calon K.H. SOFYAN YAHYA Drs. H. AGUS YASMIN, S.IP., M.Si."
351,"H. DADANG MOH. NASER, SH., S.IP., M.I.Pol.","H. GUN GUN GUNAWAN, S.Si., M.Si.","info pasangan calon H. DADANG MOH. NASER, SH., S.IP., M.I.Pol. H. GUN GUN GUNAWAN, S.Si., M.Si."
1092,"Ir. H. HERWIN YATIM, MM",H. MUSTAR LABOLO,"info pasangan calon Ir. H. HERWIN YATIM, MM H. MUSTAR LABOLO"
1095,"H. M. SOPHIAN MILE, SE, MM","SUKRI DJALUMANG, S.Sos","info pasangan calon H. M. SOPHIAN MILE, SE, MM SUKRI DJALUMANG, S.Sos"
1090,Drs. H. MA'MUN AMIR,"Hj. BATIA SISILIA HADJAR, SE, MM","info pasangan calon Drs. H. MA'MUN AMIR Hj. BATIA SISILIA HADJAR, SE, MM"
1139,"Moh. Tanjung S, Dg. Pawara, SE","Masykur Abdullah, Bsc","info pasangan calon Moh. Tanjung S, Dg. Pawara, SE Masykur Abdullah, Bsc"
1140,Drs. H. Wenny Bukamo,Dra. Hj. Tuty Hamid,info pasangan calon Drs. H. Wenny Bukamo Dra. Hj. Tuty Hamid
1141,"H. Musir A. Madja, SH, MM",Ahmad Buluan,"info pasangan calon H. Musir A. Madja, SH, MM Ahmad Buluan"
1142,"Sofyan Kaepa, SH","Trin S. Lulumba, S.Kep, Ns","info pasangan calon Sofyan Kaepa, SH Trin S. Lulumba, S.Kep, Ns"
415,"H. SUKIRMAN, SH","SAFRI, SE","info pasangan calon H. SUKIRMAN, SH SAFRI, SE"
650,"Ust. H. ZUHRI M. SYAZALI, Lc., MA","H. SAIFUL FAKAH, S. Pd. I","info pasangan calon Ust. H. ZUHRI M. SYAZALI, Lc., MA H. SAIFUL FAKAH, S. Pd. I"
558,"Drs. H. PARHAN ALI, MM","MARKUS, SH","info pasangan calon Drs. H. PARHAN ALI, MM MARKUS, SH"
707,H. JAMRO H. JALIL,FIRMANSYAH. SM,info pasangan calon H. JAMRO H. JALIL FIRMANSYAH. SM
708,"Drs. JUSTIAR NOER, ST, MM, M.Si","RIZA HERDAVID, ST","info pasangan calon Drs. JUSTIAR NOER, ST, MM, M.Si RIZA HERDAVID, ST"
430,"RINA TAROL, SE",Drs. DJULAILI ROMLI,"info pasangan calon RINA TAROL, SE Drs. DJULAILI ROMLI"
422,"H. ERZALDI ROSMAN, SE, MM","Ir. H. IBNU SALEH, MM","info pasangan calon H. ERZALDI ROSMAN, SE, MM Ir. H. IBNU SALEH, MM"
423,Ir. H. PATRIANUSA SJAHRUN,"HABIBULLAH H.A HIJAZI, SH","info pasangan calon Ir. H. PATRIANUSA SJAHRUN HABIBULLAH H.A HIJAZI, SH"
859,"I Made Gianyar,SH.,M.Hum","Sang Nyoman Sedana Arta,SE","info pasangan calon I Made Gianyar,SH.,M.Hum Sang Nyoman Sedana Arta,SE"
861,"Drs. Ida Bagus Brahmaputra, S.Sos., MM",I Ketut Ridet,"info pasangan calon Drs. Ida Bagus Brahmaputra, S.Sos., MM I Ketut Ridet"
519,"Drs. H. Pangeran Chairiansjah, MM",H. Abd. Hadi Al Hafiz,"info pasangan calon Drs. H. Pangeran Chairiansjah, MM H. Abd. Hadi Al Hafiz"
207,"DR. H.A. Fauzan Saleh, M.AG","Drs. H. Teja Sukmana, M.AP","info pasangan calon DR. H.A. Fauzan Saleh, M.AG Drs. H. Teja Sukmana, M.AP"
1245,"H. Gusti Abidinsyah, S.Sos, MM","H. Mawardi Abbas, S.Sos","info pasangan calon H. Gusti Abidinsyah, S.Sos, MM H. Mawardi Abbas, S.Sos"
452,KH. Khalilurrahman,"H. Saidi Mansur, SE","info pasangan calon KH. Khalilurrahman H. Saidi Mansur, SE"
961,Drs. H. Suharsono,H. Abdul Halim Muslih,info pasangan calon Drs. H. Suharsono H. Abdul Halim Muslih
276,Hj. Sri Surya Widati,Drs. Misbakhul Munir,info pasangan calon Hj. Sri Surya Widati Drs. Misbakhul Munir
553,"H. Abdullah Azwar Anas, M.Si","Yusuf Widyatmoko, S. Sos","info pasangan calon H. Abdullah Azwar Anas, M.Si Yusuf Widyatmoko, S. Sos"
790,"Ir. SUMANTRI SOEDOMO, MP","SIGIT WAHYUWIDODO, SH","info pasangan calon Ir. SUMANTRI SOEDOMO, MP SIGIT WAHYUWIDODO, SH"
1026,H. M. MALKAN AMIN,A. SALAHUDDIN RUM,info pasangan calon H. M. MALKAN AMIN A. SALAHUDDIN RUM
561,Drs. H. ANDI ANWAR AKSA,"H. ADHAN ARMAN , S.Sos","info pasangan calon Drs. H. ANDI ANWAR AKSA H. ADHAN ARMAN , S.Sos"
548,"Ir. H. ANDI IDRIS SYUKUR, MS","Ir. H. SUARDI SALEH, M.Si","info pasangan calon Ir. H. ANDI IDRIS SYUKUR, MS Ir. H. SUARDI SALEH, M.Si"
742,Tagog Soulisa,Buce Salikay,info pasangan calon Tagog Soulisa Buce Salikay
529,Ridwan zakariah,La Djiru,info pasangan calon Ridwan zakariah La Djiru
1000,La Ode Abdul Ganiun,Ahmad Gamsir. S.Sos,info pasangan calon La Ode Abdul Ganiun Ahmad Gamsir. S.Sos
1003,"Drs. Abu Hasan, M.Pd",Ramadio. S.E,"info pasangan calon Drs. Abu Hasan, M.Pd Ramadio. S.E"
589,"Deni Sunarya, SH","Dr. Zainy Hamzah, Sp. BS","info pasangan calon Deni Sunarya, SH Dr. Zainy Hamzah, Sp. BS"
497,"dr. H. Suranto, MM","Aldwin Rahadian M, SH., M.AP.","info pasangan calon dr. H. Suranto, MM Aldwin Rahadian M, SH., M.AP."
1143,"H. Irvan Rivano Muchtar, S.IP, SH., M.Si","H. Herman Suherman, ST., M.AP.","info pasangan calon H. Irvan Rivano Muchtar, S.IP, SH., M.Si H. Herman Suherman, ST., M.AP."
380,"Drs. H. Moh. Dachirin Said, SH, M.Si","Edi Sayudi, ST","info pasangan calon Drs. H. Moh. Dachirin Said, SH, M.Si Edi Sayudi, ST"
230,Drs. Harwanto,"Maskuri, S.Ag","info pasangan calon Drs. Harwanto Maskuri, S.Ag"
938,"H.M NATSIR, A.Ma",Drs. JOKO SUTANTO,"info pasangan calon H.M NATSIR, A.Ma Drs. JOKO SUTANTO"
1164,"Ir. H. ADI GUNAWAN, M.M","H. JONSON PUTRA, S.I.P","info pasangan calon Ir. H. ADI GUNAWAN, M.M H. JONSON PUTRA, S.I.P"
405,"SUTAN RISKA TUANKU KERAJAAN, SE","H. AMRIZAL DT. RAJO MEDAN, S.Sos","info pasangan calon SUTAN RISKA TUANKU KERAJAAN, SE H. AMRIZAL DT. RAJO MEDAN, S.Sos"
382,"SYAFRUDDIN, S.A.P","RAFIUDDIN, SE","info pasangan calon SYAFRUDDIN, S.A.P RAFIUDDIN, SE"
312,"H. MULYADIN, SH,MH",KURNIAWAN AHMADI,"info pasangan calon H. MULYADIN, SH,MH KURNIAWAN AHMADI"
640,"H. ABUBAKAR AHMAD, SH","KISMAN, SH","info pasangan calon H. ABUBAKAR AHMAD, SH KISMAN, SH"
314,Drs. H. BAMBANG M. YASIN,"ARIFUDDIN, SH","info pasangan calon Drs. H. BAMBANG M. YASIN ARIFUDDIN, SH"
64,"Sukri I. Moonti, SH., MH",dr. Sri Dearsianti Tuna,"info pasangan calon Sukri I. Moonti, SH., MH dr. Sri Dearsianti Tuna"
627,"PROF. DR. Ir. Hi. NELSON POMALINGO, M.Pd","Hi. FADLI HASAN, ST, M.Si","info pasangan calon PROF. DR. Ir. Hi. NELSON POMALINGO, M.Pd Hi. FADLI HASAN, ST, M.Si"
398,"Dr. Hi. Rustam Hs. Akili, SE, SH, MH",Ir. Hi. Anas Jusuf,"info pasangan calon Dr. Hi. Rustam Hs. Akili, SE, SH, MH Ir. Hi. Anas Jusuf"
69,"Zukri Harmain, SE., ME","Dudy Sunganda Daud, S.KED","info pasangan calon Zukri Harmain, SE., ME Dudy Sunganda Daud, S.KED"
400,H. Tonny S. Junus,H. Sofyan Puhi,info pasangan calon H. Tonny S. Junus H. Sofyan Puhi
275,DRS. ANDI MADDUSILA ANDI IDJO,"WAHYU PERMANA KAHARUDDIN, SE","info pasangan calon DRS. ANDI MADDUSILA ANDI IDJO WAHYU PERMANA KAHARUDDIN, SE"
913,"Hj. TENRI OLLE YASIN LIMPO, SH, M.Si","DRS. H. HAIRIL MUIN, M.Si","info pasangan calon Hj. TENRI OLLE YASIN LIMPO, SH, M.Si DRS. H. HAIRIL MUIN, M.Si"
1249,DRS. H. SJACHRIR SJAFRUDDIN DG. JARUNG,IR. H. M. ANWAR USMAN,info pasangan calon DRS. H. SJACHRIR SJAFRUDDIN DG. JARUNG IR. H. M. ANWAR USMAN
104,"ADNAN PURICHTA ICHSAN YL, SH","H. ABDUL RAUF MALLAGANNI, S.Sos, M.Si","info pasangan calon ADNAN PURICHTA ICHSAN YL, SH H. ABDUL RAUF MALLAGANNI, S.Sos, M.Si"
106,"IR. DJAMALUDDIN MAKNUN, MP","DR. H. MASJKUR, SP., M.Si","info pasangan calon IR. DJAMALUDDIN MAKNUN, MP DR. H. MASJKUR, SP., M.Si"
1013,"Dr. H. HUSNUL KHULUQ, Drs. M.M","Drs. H. ACH. RUBAIE, S.H., M.H.","info pasangan calon Dr. H. HUSNUL KHULUQ, Drs. M.M Drs. H. ACH. RUBAIE, S.H., M.H."
1014,"Dr. Ir. H. SAMBARI HALIM RADIANTO, S.T., M.Si.","Drs. H. MOCH. QOSIM, M.Si.","info pasangan calon Dr. Ir. H. SAMBARI HALIM RADIANTO, S.T., M.Si. Drs. H. MOCH. QOSIM, M.Si."
1015,"AHMAD NURHAMIM, S.Pi., M.Si.","JUNAIDI, S.T.","info pasangan calon AHMAD NURHAMIM, S.Pi., M.Si. JUNAIDI, S.T."
930,"H. ICEK BASKORO, SH, MH","H. SUGENG PRASETYO, SE, MM","info pasangan calon H. ICEK BASKORO, SH, MH H. SUGENG PRASETYO, SE, MM"
228,H. DJOKO NUGROHO,"H. ARIEF ROHMAN, M.Si","info pasangan calon H. DJOKO NUGROHO H. ARIEF ROHMAN, M.Si"
482,"H. ABU NAFI, SH","H. M. Dasum, SE, MMA","info pasangan calon H. ABU NAFI, SH H. M. Dasum, SE, MMA"
1044,"H. M. KUSNANTO, SH","SUTRISNO, SIP, M.MAR","info pasangan calon H. M. KUSNANTO, SH SUTRISNO, SIP, M.MAR"
654,DRS. AZHAR YASIN,"GUSTAMIL KATILI, S.Pdi","info pasangan calon DRS. AZHAR YASIN GUSTAMIL KATILI, S.Pdi"
348,"H. HERSON MAYULU, S.IP","ISKANDAR KAMARU, S.Pt","info pasangan calon H. HERSON MAYULU, S.IP ISKANDAR KAMARU, S.Pt"
1200,SEHAN S LANDJAR. SH,Drs. RUSDI GUMALANGIT,info pasangan calon SEHAN S LANDJAR. SH Drs. RUSDI GUMALANGIT
1201,CANDRA MODEONG,SUPRATMAN DATUNSOLANG,info pasangan calon CANDRA MODEONG SUPRATMAN DATUNSOLANG
1205,"SAM SACHRUL MAMONTO, S.Sos","MEDY M. LENSUN, ST","info pasangan calon SAM SACHRUL MAMONTO, S.Sos MEDY M. LENSUN, ST"
1007,HAMIM POU,MOHAMAD KILAT WARTABONE,info pasangan calon HAMIM POU MOHAMAD KILAT WARTABONE
1009,INRAWANTO HASAN,AHMAD TAHIDJI,info pasangan calon INRAWANTO HASAN AHMAD TAHIDJI
806,AZAN PIOLA,"SYAMSU T. BOTUTIHE, S.Fil.I","info pasangan calon AZAN PIOLA SYAMSU T. BOTUTIHE, S.Fil.I"
28,SYAMSIR DJAFAR KIAYI,H. HUSAIN LAMANASA,info pasangan calon SYAMSIR DJAFAR KIAYI H. HUSAIN LAMANASA
815,"H. MOH. KRIS WARTABONE, S.AP","TAHIR S. BADU, S.AP., MM","info pasangan calon H. MOH. KRIS WARTABONE, S.AP TAHIR S. BADU, S.AP., MM"
698,"YESAYA MERASI, S.IP",Drs.PAULINUS WANGGIMOP,"info pasangan calon YESAYA MERASI, S.IP Drs.PAULINUS WANGGIMOP"
682,HELENA TABYAROP,FRETS SARUMPIA,info pasangan calon HELENA TABYAROP FRETS SARUMPIA
692,"YUSAK YALUWO, SH.MSi","YAKOB WEREMBA, S.PAK","info pasangan calon YUSAK YALUWO, SH.MSi YAKOB WEREMBA, S.PAK"
1124,"BENEDIKTUS TAMBONOP,S.STP","H.CHAERUL ANWAR, ST","info pasangan calon BENEDIKTUS TAMBONOP,S.STP H.CHAERUL ANWAR, ST"
257,Drs. Seno Samodro,"Mohammad Said Hidayat, SH","info pasangan calon Drs. Seno Samodro Mohammad Said Hidayat, SH"
