sumber,tanggal,judul,link,kind,tags
antara jatim,9-Sep-15,Rekomendasi Golkar Untuk Cawali-Cawawali Surabaya Syamsul-Warsito Turun,http://www.antarajatim.com/lihat/berita/164092/rekomendasi-golkar-untuk-cawali-cawawali-surabaya-syamsul-warsito-turun,news,
antara jatim,9-Sep-15,Pakar Komunikasi: Risma-Lucy Miliki Karakter Berimbang,http://www.antarajatim.com/lihat/berita/164077/pakar-komunikasi-risma-lucy-miliki-karakter-berimbang,news,Risma
antara jatim,9-Sep-15,Puluhan Warga Surabaya Demonstrasi Tolak Pilkada Ditunda,http://www.antarajatim.com/lihat/berita/164072/puluhan-warga-surabaya-demonstrasi-tolak-pilkada-ditunda,news,
suara publik,9-Sep-15,"Diusung 3 Parpol, Paslon Samsul-Warsito Siap Daftar? ",http://suarapubliknews.net/politik/item/3776-diusung-3-parpol-paslon-samsul-warsito-siap-daftar?,news,
suara publik,9-Sep-15,"A.H Tony Ingatkan KPU, Perpanjangan Pendaftaran Langgar Aturan",http://suarapubliknews.net/politik/item/3774-ah-tony-ingatkan-kpu-perpanjangan-pendaftaran-langgar-aturan,news,
suara publik,9-Sep-15,"Kecewa Soal Pilkada, Aliansi Warga Surabaya Gelar Demo",http://suarapubliknews.net/peristiwa/item/3773-kecewa-soal-pilkada-aliansi-warga-surabaya-gelar-demo,news,
surabaya news,9-Sep-15,"Buktikan Keseriusan, Zulkifli Hasan Sahkan Rekom Jagoan dari PAN",http://surabayanews.co.id/2015/09/09/35374/buktikan-keseriusan-zulkifli-hasan-sahkan-rekom-jagoan-dari-pan.html,news,
kabar surabaya,9-Sep-15,"Persoalan Identitas dan Surat Tidak Pailit yang dikelurkan Pengadilan Niaga, Bisa Jadi Batu Sandungan Lucy",http://kabarsurabaya.com/?p=3781,news,Lucy
kabar surabaya,9-Sep-15,Demokrat dan PAN Yakin Menang di Pilkada Surabaya,http://kabarsurabaya.com/?p=3776,news,
kabar surabaya,9-Sep-15,"Pasangan Rasiyo-Lucy Daftar Ke KPU, Sesumbar Menang",http://kabarsurabaya.com/?p=3773,news,Rasiyo
kabar gress,9-Sep-15,Aliansi Warga Surabaya Tolak Pilkada 2017,http://kabargress.com/2015/09/09/aliansi-warga-surabaya-tolak-pilkada-2017/,news,
merdeka,9-Sep-15,"Mengenal Lucy Kurniasari, perempuan cantik yang bisa sulitkan Risma",http://www.merdeka.com/politik/mengenal-lucy-kurniasari-perempuan-cantik-yang-bisa-sulitkan-risma.html,news,Risma
suara surabaya,10-Sep-15,Kampanye Hitam dan Money Politic Tak Mempan di Pilkada Surabaya,http://politik.suarasurabaya.net/news/2015/158801-Kampanye-Hitam-dan-Money-Politic-Tak-Mempan-di-Pilkada-Surabaya,news,
suara surabaya,10-Sep-15,"Wait And See Kabar Rekomendasi Golkar, Syamsul-Warsito Sudah Rapi","http://politik.suarasurabaya.net/news/2015/158797-Wait-And-See-Kabar-Rekomendasi-Golkar,-Syamsul-Warsito-Sudah-Rapi",news,
suara surabaya,10-Sep-15,KPU Nyatakan Hanya Dua Paslon dalam Pilwali Surabaya,http://politik.suarasurabaya.net/news/2015/158811-KPU-Nyatakan-Hanya-Dua-Paslon-dalam-Pilwali-Surabaya-,news,
suara surabaya,10-Sep-15,Panwaslu: Tidak Masalah Ijazah Lucy Pakai Surat Keterangan,http://politik.suarasurabaya.net/news/2015/158790-Panwaslu:-Tidak-Masalah-Ijazah-Lucy-Pakai-Surat-Keterangan,news,Lucy
suara surabaya,10-Sep-15,Lucy Akui Ijazah SMA-nya Hilang Saat Pindahan,http://politik.suarasurabaya.net/news/2015/158784-Lucy-Akui-Ijazah-SMA-nya-Hilang-Saat-Pindahan,news,Lucy
suara surabaya,10-Sep-15,Syamsul-Warsito Harap-Harap Cemas,http://politik.suarasurabaya.net/news/2015/158787-Syamsul-Warsito-Harap-Harap-Cemas,news,
suara surabaya,10-Sep-15,Golkar Kubu ARB: Kami Tidak Ingin Paksakan Pilkada yang Penuh Dramatisasi,http://politik.suarasurabaya.net/news/2015/158819-Golkar-Kubu-ARB:-Kami-Tidak-Ingin-Paksakan-Pilkada-yang-Penuh-Dramatisasi,news,
suara surabaya,10-Sep-15,"Batal Daftar, Syamsul : Saya Ikhlas, Ini Bagian Dinamika Politik","http://politik.suarasurabaya.net/news/2015/158816-Batal-Daftar,-Syamsul-:-Saya-Ikhlas,-Ini-Bagian-Dinamika-Politik",news,
detik com,10-Sep-15,"Pendaftaran Ditutup, Tak Ada Tambahan Penantang Risma",http://news.detik.com/jawatimur/3015679/pendaftaran-ditutup-tak-ada-tambahan-penantang-risma,news,Risma
detik com,10-Sep-15,Pasangan Syamsul-Warsito Cemas Tunggu Rekomendasi Golkar Kubu Ical,http://news.detik.com/berita-jawa-timur/3015423/pasangan-syamsul-warsito-cemas-tunggu-rekomendasi-golkar-kubu-ical,news,
antara jatim,10-Sep-15,KPU Tutup Masa Pendaftaran Cawali-Cawawali Surabaya,http://www.antarajatim.com/lihat/berita/164152/kpu-tutup-masa-pendaftaran-cawali-cawawali-surabaya,news,
antara jatim,10-Sep-15,PAN Minta KPU Surabaya Bersikap Netral,http://www.antarajatim.com/lihat/berita/164158/pan-minta-kpu-surabaya-bersikap-netral,news,
antara jatim,10-Sep-15,Panwaslu Surabaya Tak Permasalahkan Ijazah Cawawali Surabaya Lucy Kurniasari,http://www.antarajatim.com/lihat/berita/164164/panwaslu-surabaya-tak-permasalahkan-ijazah-cawawali-surabaya-lucy-kurniasari,news,Lucy
antara jatim,10-Sep-15,PDIP Desak Komisi informasi Sikapi Pilkada Surabaya,http://www.antarajatim.com/lihat/berita/164163/pdip-desak-komisi-informasi-sikapi-pilkada-surabaya,news,
antara jatim,10-Sep-15,Syamsul-Warsito Berusaha Maksimal Ikut Pilkada Surabaya,http://www.antarajatim.com/lihat/berita/164172/syamsul-warsito-berusaha-maksimal-ikut-pilkada-surabaya,news,
berita jatim,10-Sep-15,Pendaftaran Pilwali Surabaya Ditutup dengan Dua Paslon,http://beritajatim.com/politik_pemerintahan/247388/pendaftaran_pilwali_surabaya_ditutup_dengan_dua_paslon.html#.VfJTEvDqeM8,news,
berita jatim,10-Sep-15,Ini Kata Pakde Tanggapi Hilangnya Ijazah Lucy,http://beritajatim.com/politik_pemerintahan/247376/ini_kata_pakde_tanggapi_hilangnya_ijazah_lucy.html#.VfJTS_DqeM8,news,Lucy
suara publik,10-Sep-15,"Rekom Golkar ARB Tak Keluar, Paslon Samsul-Warsito Batal Daftar",http://suarapubliknews.net/politik/item/3777-rekom-golkar-arb-tak-keluar-paslon-samsul-warsito-batal-daftar,news,
suara publik,10-Sep-15,KPU Surabaya Akhiri Masa Pendaftaran Bacakada,http://suarapubliknews.net/pemerintahan/item/3779-kpu-surabaya-akhiri-masa-pendaftaran-bacakada,news,
surabaya news,10-Sep-15,KPU Surabaya Resmi Tutup Pendaftaran Tahap Ketiga Pilwali,http://surabayanews.co.id/2015/09/10/35541/kpu-surabaya-resmi-tutup-pendaftaran-tahap-ketiga-pilwali.html,news,
surabaya news,10-Sep-15,"Rekom DPP Golkar Kubu ARB, Pengganjal Samsul Arifin Daftar di KPU",http://surabayanews.co.id/2015/09/10/35568/rekom-dpp-golkar-kubu-arb-pengganjal-samsul-arifin-daftar-di-kpu.html,news,
surabaya news,10-Sep-15,Warsito Sudah Prediksi Rekom Golkar ARB Tak akan Turun,http://surabayanews.co.id/2015/09/10/35562/warsito-sudah-prediksi-rekom-golkar-arb-tak-akan-turun.html,news,
surabaya news,10-Sep-15,"Rekom Tak Keluar, Bentuk Komitmen Partai Golkar dengan Koalisi Majapahit",http://surabayanews.co.id/2015/09/10/35539/rekom-tak-keluar-bentuk-komitmen-partai-golkar-dengan-koalisi-majapahit.html,news,
suara surabaya,11-Sep-15,"Empat Kali Pendaftaran Pilwali Surabaya, 10 Miliar Dana Hibah Habis","http://politik.suarasurabaya.net/news/2015/158863-Empat-Kali-Pendaftaran-Pilwali-Surabaya,-10-Miliar-Dana-Hibah-Habis",news,
suara surabaya,11-Sep-15,Cek Daftar Pemilih Sementara Pilwali Bisa Lewat Aplikasi Android,http://infoteknologi.suarasurabaya.net/news/2015/158860-Cek-Daftar-Pemilih-Sementara-Pilwali-Bisa-Lewat-Aplikasi-Android,news,
suara surabaya,11-Sep-15,"Belum Revisi, DPS di Surabaya Menyusut 200 Ribu Orang","http://politik.suarasurabaya.net/news/2015/158874-Belum-Revisi,-DPS-di-Surabaya-Menyusut-200-Ribu-Orang",news,
detik com,11-Sep-15,Masyarakat Diimbau Aktif Cek Daftar Pemilih Sementara Pilkada Surabaya,http://news.detik.com/berita-jawa-timur/3016018/masyarakat-diimbau-aktif-cek-daftar-pemilih-sementara-pilkada-surabaya,news,
detik com,11-Sep-15,Begini Peta Dukungan Parpol Jelang Pilwalkot Surabaya,http://news.detik.com/berita/3016738/begini-peta-dukungan-parpol-jelang-pilwalkot-surabaya,news,
detik com,11-Sep-15,"Tak Ada Tanda Tangan Ical, Niat Warsito Jadi Lawan Risma pun Gagal",http://news.detik.com/berita/3016232/tak-ada-tanda-tangan-ical-niat-warsito-jadi-lawan-risma-pun-gagal,news,Risma
jpnn,11-Sep-15,"Jadi Penantang Risma, Rasiyo-Abror Sudah Lengkapi Berkas di KPU Surabaya","http://www.jpnn.com/read/2015/08/11/319944/Jadi-Penantang-Risma,-Rasiyo-Abror-Sudah-Lengkapi-Berkas-di-KPU-Surabaya-",news,Risma
pojok pitu,11-Sep-15,Kpu surabaya belum trima kekurangan berkas lucy,http://pojokpitu.com/baca.php?idurut=14125&&top=1&&ktg=&&keyrbk=Pilkada&&keyjdl=kpu,news,Lucy
pojok pitu,11-Sep-15,Cek DPS Pilkada bisa melalui android,http://pojokpitu.com/baca.php?idurut=14119&&top=1&&ktg=Jatim&&keyrbk=Teknologi&&keyjdl=data,news,
surabaya news,11-Sep-15,"Syarat Lucy Tak Lengkap, Ancam Pilkada Surabaya Mundur Tahun 2017",http://surabayanews.co.id/2015/09/11/35617/syarat-lucy-tak-lengkap-ancam-pilkada-surabaya-mundur-tahun-2017.html,news,Lucy
radar surabaya,11-Sep-15,"Calon PKB Batal, Pilwali Diikuti Dua Paslon",http://www.radarsby.com/radarsurabaya%20pdf/1.pdf,news,
berita jatim,11-Sep-15,KPU Luncurkan Info Pilwali Surabaya Berbasis Android,http://beritajatim.com/politik_pemerintahan/247435/kpu_luncurkan_info_pilwali_surabaya_berbasis_android.html#.VfZNp_DqeM8,news,
antara jatim,11-Sep-15,Pengamat: Rismaharini Menang Jika Maksimalkan Suara Golput,http://www.antarajatim.com/lihat/berita/164226/pengamat-rismaharini-menang-jika-maksimalkan-suara-golput,news,Risma
suara publik,11-Sep-15,"PKB, Hanura dan Golkar Standby, Nasdem Tetap Abstain di Pilwali 2015",http://suarapubliknews.net/politik/item/3784-pkb-hanura-dan-golkar-standby-nasdem-tetap-abstain-di-pilwali-2015,news,
surabaya news,11-Sep-15,"Jaga Netralitas PNS, Bawaslu Siapkan Nota Kesepahaman",http://surabayanews.co.id/2015/09/11/35657/jaga-netralitas-pns-bawaslu-siapkan-nota-kesepahaman.html,news,
suara publik,12-Sep-15,"Masih Terganjal SK Pailit dan Ijazah, Lucy Kurniasari Yakin Lolos",http://suarapubliknews.net/politik/item/3788-masih-terganjal-sk-pailit-dan-ijazah-lucy-kurniasari-yakin-lolos,news,Lucy
suara surabaya,12-Sep-15,"Soal Pesaing di Pilwali, Risma: Lihat Dulu","http://politik.suarasurabaya.net/news/2015/158925-Soal-Pesaing-di-Pilwali,-Risma:-Lihat-Dulu",news,Risma
detik com,12-Sep-15,Syarat Pencalonan Lucy di Pilkada Surabaya Sudah Lengkap? ini Jawabannya,http://news.detik.com/jawatimur/3017111/syarat-pencalonan-lucy-di-pilkada-surabaya-sudah-lengkap-ini-jawabannya,news,Lucy
antara jatim,12-Sep-15,Risma Enggan Tanggapi Pesaingnya di Pilkada Surabaya,http://www.antarajatim.com/berita/164294/risma-enggan-tanggapi-pesaingnya-di-pilkada-surabaya?utm_source=fly&utm_medium=related&utm_campaign=news,news,Risma
antara jatim,12-Sep-15,Persyaratan Cawawali Surabaya Lucy Kurniasari Lengkap,http://www.antarajatim.com/berita/164284/persyaratan-cawawali-surabaya-lucy-kurniasari-lengkap?utm_source=fly&utm_medium=related&utm_campaign=news,news,Lucy
kabar surabaya,12-Sep-15,"DPS Online Diluncurkan, KPU Dorong Masyarakat Pastikan Namanya Tercantum",http://kabarsurabaya.com/?p=3850,news,
kabar surabaya,12-Sep-15,"Rasiyo-Lucy tetap Fokus, Meski Ada Upaya Memundurkan Pilkada Surabaya ke 2017",http://kabarsurabaya.com/?p=3914,news,Rasiyo
antara jatim,13-Sep-15,KPU Surabaya Datangi SMA 5 Cek Ijazah Lucy,http://www.antarajatim.com/berita/164337/kpu-surabaya-datangi-sma-5-cek-ijazah-lucy?utm_source=fly&utm_medium=related&utm_campaign=news,news,Lucy
antara jatim,13-Sep-15,Rasiyo Solidkan Internal Parpol-Simpatisan Jelang Pilkada Surabaya,http://www.antarajatim.com/lihat/berita/164341/rasiyo-solidkan-internal-parpol-simpatisan-jelang-pilkada-surabaya,news,Rasiyo
suara surabaya,13-Sep-15,LO Lucy: Syarat Tidak Pailit Sudah Beres,http://politik.suarasurabaya.net/news/2015/158948-LO-Lucy:-Syarat-Tidak-Pailit-Sudah-Beres,news,Lucy
lensa indonesia,14-Sep-15,"Emoh usung calon, PKS Surabaya netral di pilkada",http://www.lensaindonesia.com/2015/09/14/emoh-usung-calon-pks-surabaya-netral-di-pilkada.html,news,
detik com,14-Sep-15,Ning Surabaya Penantang Risma,http://majalah.detik.com/read/2015/09/14/064526/3017687/1630/ning-surabaya-penantang-risma,news,Risma
berita jatim,14-Sep-15,Berkas Lucy Belum Diserahkan ke KPU Surabaya,http://beritajatim.com/politik_pemerintahan/247605/berkas_lucy_belum_diserahkan_ke_kpu_surabaya.html#.VfZNePDqeM8,news,Lucy
suara surabaya,14-Sep-15,"KPU Verifikasi Ijazah ke SMAN 5, Lucy Yakin Persyaratannya MS","http://politik.suarasurabaya.net/news/2015/159029-KPU-Verifikasi-Ijazah-ke-SMAN-5,-Lucy-Yakin-Persyaratannya-MS",news,Lucy
suara surabaya,14-Sep-15,"Ikut Pemilihan Ketua Lyn S, Rasiyo Curi Start Kampanye?","http://politik.suarasurabaya.net/news/2015/159022-Ikut-Pemilihan-Ketua-Lyn-S,-Rasiyo-Curi-Start-Kampanye?",news,Rasiyo
surabaya news,14-Sep-15,Lucy Kurniasari Belum Lampirkan Surat Bebas Pailit,http://surabayanews.co.id/2015/09/14/35949/lucy-kurniasari-belum-lampirkan-surat-bebas-pailit.html,news,Lucy
surabaya news,14-Sep-15,"Tahun Ini, KPU Biayai Kampanye Pemilukada",http://surabayanews.co.id/2015/03/14/19328/tahun-ini-kpu-biayai-kampanye-pemilukada.html,news,
antara jatim,14-Sep-15,Cawawali Surabaya Lucy Optimistis Berkasnya Memenuhi Syarat,http://www.antarajatim.com/lihat/berita/164411/cawawali-surabaya-lucy-optimistis-berkasnya-memenuhi-syarat,news,Lucy
antara jatim,14-Sep-15,Rasiyo Bertemu Sopir Angkot di Terminal Bratang Surabaya,http://www.antarajatim.com/berita/164383/rasiyo-bertemu-sopir-angkot-di-terminal-bratang-surabaya?utm_source=fly&utm_medium=related&utm_campaign=news,news,Rasiyo
antara jatim,14-Sep-15,Panwaslu Surabaya Tak Persoalkan Rasiyo Temui Sopir Angkot,http://www.antarajatim.com/berita/164398/panwaslu-surabaya-tak-persoalkan-rasiyo-temui-sopir-angkot?utm_source=fly&utm_medium=related&utm_campaign=news,news,Rasiyo
suara surabaya,15-Sep-15,Rasiyo-Lucy Minimal 9 Kali Sehari Turun ke Masyarakat,http://politik.suarasurabaya.net/news/2015/159057-Rasiyo-Lucy-Minimal-9-Kali-Sehari-Turun-ke-Masyarakat,news,Rasiyo
suara surabaya,15-Sep-15,Rasiyo-Lucy Minimal 9 Kali Sehari Turun ke Masyarakat,http://politik.suarasurabaya.net/news/2015/159057-Rasiyo-Lucy-Minimal-9-Kali-Sehari-Turun-ke-Masyarakat,news,Rasiyo
suara surabaya,15-Sep-15,"Besok, KPU Komunikasikan Hasil Penelitian Berkas ke LO Bakal Paslon","http://politik.suarasurabaya.net/news/2015/159095-Besok,-KPU-Komunikasikan-Hasil-Penelitian-Berkas-ke-LO-Bakal-Paslon",news,
suara surabaya,15-Sep-15,"Panwaslu: Sebelum Penetapan, Money Politik Tak Masalah","http://politik.suarasurabaya.net/news/2015/159086-Panwaslu:-Sebelum-Penetapan,-Money-Politik-Tak-Masalah",news,
suara surabaya,15-Sep-15,PWI Jatim Gelar Seminar Pilkada Serentak,http://politik.suarasurabaya.net/news/2015/159080-PWI-Jatim-Gelar-Seminar-Pilkada-Serentak,news,
kompas,15-Sep-15,Ijazah SMU Calon Wakil Wali Kota Penantang Risma-Wisnu Hilang,http://regional.kompas.com/read/2015/09/15/22151851/Ijazah.SMU.Calon.Wakil.Wali.Kota.Penantang.Risma-Wisnu.Hilang?utm_campaign=related&utm_medium=bp&utm_source=news&,news,Risma
kompas,15-Sep-15,"Kejar Popularitas, Calon Penantang Risma-Wisnu Mulai ""Blusukan""",http://regional.kompas.com/read/2015/09/16/16252481/Kejar.Popularitas.Calon.Penantang.Risma-Wisnu.Mulai.Blusukan.?utm_campaign=related&utm_medium=bp&utm_source=news&,news,Risma
detik com,15-Sep-15,"KPU Masih Verifikasi Berkas Rasiyo-Lucy, Diumumkan 24 September",http://news.detik.com/berita/3019125/kpu-masih-verifikasi-berkas-rasiyo-lucy-diumumkan-24-september,news,Rasiyo
suara publik,15-Sep-15,KPU Nyatakan Ijazah Lucy Kurniasari Sudah Clear,http://suarapubliknews.net/politik/item/3799-kpu-nyatakan-ijazah-lucy-kurniasari-sudah-clear,news,Lucy
suara publik,15-Sep-15,"Kejar Popularitas, Lucy Kurniasari Dipaksa 9 Kali Sehari",http://suarapubliknews.net/politik/item/3802-kejar-popularitas-lucy-kurniasari-dipaksa-9-kali-sehari,news,Lucy
suara publik,15-Sep-15,"Pilkada Serentak, Tuntut Polri Minimalisir Potensi Konflik",http://suarapubliknews.net/hukrim/item/3804-pilkada-serentak-tuntut-polri-minimalisir-potensi-konflik,news,
antara jatim,15-Sep-15,Rasiyo-Lucy Maksimalkan Pertemuan Warga Sembilan Kali Sehari,http://www.antarajatim.com/berita/164441/rasiyo-lucy-maksimalkan-pertemuan-warga-sembilan-kali-sehari?utm_source=fly&utm_medium=related&utm_campaign=news,news,Rasiyo
kabar gress,15-Sep-15,KPU Nyatakan Ijasah Lucy Kurniasari MS,http://kabargress.com/2015/09/15/kpu-nyatakan-ijasah-lucy-kurniasari-ms/,news,Lucy
merdeka,15-Sep-15,"Kejar popularitas, sehari 9 kali Rasiyo-Lucy sapa warga Surabaya",http://www.merdeka.com/politik/kejar-popularitas-sehari-9-kali-rasiyo-lucy-sapa-warga-surabaya.html,news,Rasiyo
merdeka,15-Sep-15,Malam ini KPU Surabaya tuntaskan penelitian berkas peserta Pilwali,http://www.merdeka.com/politik/malam-ini-kpu-surabaya-tuntaskan-penelitian-berkas-peserta-pilwali.html,news,
surabaya kita,16-Sep-15,Tim Risma Whisnu Cermati Data Pemilih,http://www.surabayakita.com/index.php?option=com_content&view=article&id=10352:tim-risma-whisnu-cermati-data-pemilih&catid=29:politik&Itemid=47,news,Risma
kompas,16-Sep-15,"Kejar Popularitas, Calon Penantang Risma-Wisnu Mulai ""Blusukan""",http://regional.kompas.com/read/2015/09/16/16252481/Kejar.Popularitas.Calon.Penantang.Risma-Wisnu.Mulai.Blusukan.,news,Risma
suara surabaya,16-Sep-15,Dua LO Rasiyo-Lucy Hadiri Panggilan KPU Surabaya,http://politik.suarasurabaya.net/news/2015/159124-Dua-LO-Rasiyo-Lucy-Hadiri-Panggilan-KPU-Surabaya,news,Rasiyo
surabaya news,16-Sep-15,"Diburu Waktu, Pasangan Rasiyo-Lucy (Harus) Cepat Lengkapi Berkas",http://surabayanews.co.id/2015/09/16/36287/diburu-waktu-pasangan-rasiyo-lucy-harus-cepat-lengkapi-berkas.html,news,Rasiyo
surabaya news,16-Sep-15,Jangan Ada Begal Pilkada Dalam Pilwali Surabaya 2015,http://surabayanews.co.id/2015/09/16/36334/jangan-ada-begal-pilkada-dalam-pilwali-surabaya-2015.html,news,
surabaya news,16-Sep-15,Soleh: Sejak Awal Harusnya KPU Surabaya Menolak Berkas Rasiyo-Lucy,http://surabayanews.co.id/2015/09/16/36330/soleh-sejak-awal-harusnya-kpu-surabaya-menolak-berkas-rasiyo-lucy.html,news,Rasiyo
merdeka,16-Sep-15,KPU Surabaya panggil LO Rasiyo-Lucy sampaikan penelitian berkas,http://www.merdeka.com/politik/kpu-surabaya-panggil-lo-rasiyo-lucy-sampaikan-penelitian-berkas.html,news,Rasiyo
merdeka,16-Sep-15,KPU Surabaya sebut ada 4 berkas wajib diperbaiki Rasiyo-Lucy,http://www.merdeka.com/politik/kpu-surabaya-sebut-ada-4-berkas-wajib-diperbaiki-rasiyo-lucy.html,news,Rasiyo
merdeka,16-Sep-15,Partai Gerindra siap merapat ke Rasiyo-Lucy di Pilwali Surabaya,http://www.merdeka.com/politik/partai-gerindra-siap-merapat-ke-rasiyo-lucy-di-pilwali-surabaya.html,news,Rasiyo
suara surabaya,16-Sep-15,Parpol Pengusung Rasiyo-Lucy Gerilya Koalisi Parpol,http://politik.suarasurabaya.net/news/2015/159155-Parpol-Pengusung-Rasiyo-Lucy-Gerilya-Koalisi-Parpol-,news,Rasiyo
suara surabaya,16-Sep-15,"Demi Pemilih, Rasiyo-Lucy Jalani 15 Pose Pemotretan","http://politik.suarasurabaya.net/news/2015/159151-Demi-Pemilih,-Rasiyo-Lucy-Jalani-15-Pose-Pemotretan",news,Rasiyo
suara surabaya,16-Sep-15,Tiga Rekomendasi Panwas untuk Berkas Lucy,http://politik.suarasurabaya.net/news/2015/159141-Tiga-Rekomendasi-Panwas-untuk-Berkas-Lucy,news,Lucy
detik com,16-Sep-15,"Hasil Verifikasi KPU, Hanya Lucy yang Berkasnya Belum Lengkap",http://news.detik.com/berita/3020711/hasil-verifikasi-kpu-hanya-lucy-yang-berkasnya-belum-lengkap,news,Lucy
antara jatim,16-Sep-15,KPU Surabaya: Empat Dokumen Lucy Perlu Diperbaiki,http://www.antarajatim.com/lihat/berita/164502/kpu-surabaya-empat-dokumen-lucy-perlu-diperbaiki,news,Lucy
antara jatim,16-Sep-15,PDIP Desak KPU Validasi DPT Pilkada Surabaya,http://www.antarajatim.com/lihat/berita/164509/pdip-desak-kpu-validasi-dpt-pilkada-surabaya,news,
antara jatim,16-Sep-15,KPU : Belum Ada Panggilan Panwaslu Soal Protes Pilkada,http://www.antarajatim.com/lihat/berita/164521/kpu--belum-ada-panggilan-panwaslu-soal-protes-pilkada,news,
suara publik,16-Sep-15,Belum Tercatat di Website KPK. Rasiyo Yakin Berkas Lucy Lengkap,http://www.suarapubliknews.net/politik/item/3812-belum-tercatat-di-website-kpk-rasiyo-yakin-berkas-lucy-lengkap,news,Rasiyo
suara publik,16-Sep-15,"Anggap Pilkada Surabaya 2015 Illegal, Gerindra Bakal Abstain",http://www.suarapubliknews.net/politik/item/3810-anggap-pilkada-surabaya-2015-illegal-gerindra-bakal-abstain,news,
suara publik,16-Sep-15,PDIP Surabaya Desak Validasi DPT Pilkada,http://www.suarapubliknews.net/politik/item/3808-pdip-surabaya-desak-validasi-dpt-pilkada,news,
lensa indonesia,16-Sep-15,Berkas paslon Rasiyo-Lucy Kurniasari masih belum lengkap,http://www.lensaindonesia.com/2015/09/16/berkas-paslon-rasiyo-lucy-kurniasari-masih-belum-lengkap.html,news,Rasiyo
lensa indonesia,16-Sep-15,Gerindra dan Koalisi Majapahit beri sinyal merapat ke Rasiyo-Lucy,http://www.lensaindonesia.com/2015/09/16/gerindra-dan-koalisi-majapahit-beri-sinyal-merapat-ke-rasiyo-lucy.html#r=bacajuga,news,Rasiyo
kabar surabaya,17-Sep-15,KPU Surabaya Terima Kelengkapan Dokumen Syarat Pencalonan Pasangan Rasiyo-Lusy Kurniasari,http://kabarsurabaya.com/?p=3959,news,Rasiyo
kabar gress,17-Sep-15,KPU Belum Panggil Panwaslu Terkait Laporan Koalisi Majapahit,http://kabargress.com/2015/09/17/kpu-belum-panggil-panwaslu-terkait-laporan-koalisi-majapahit/,news,
suara surabaya,17-Sep-15,"Serahkan Perbaikan Persyaratan, LO Rasiyo-Lucy Optimistis dan Yakin MS","http://politik.suarasurabaya.net/news/2015/159191-Serahkan-Perbaikan-Persyaratan,-LO-Rasiyo-Lucy-Optimistis-dan-Yakin-MS",news,Rasiyo
suara surabaya,17-Sep-15,LO Rasiyo-Lucy OTW Serahkan Empat Kekurangan Persyaratan,http://politik.suarasurabaya.net/news/2015/159183-LO-Rasiyo-Lucy-OTW-Serahkan-Empat-Kekurangan-Persyaratan,news,Rasiyo
suara surabaya,17-Sep-15,LO Rasiyo-Lucy Berencana Serahkan Berkas Bakda Zuhur,http://politik.suarasurabaya.net/news/2015/159176-LO-Rasiyo-Lucy-Berencana-Serahkan-Berkas-Bakda-Zuhur,news,Rasiyo
merdeka ,17-Sep-15,"Lengkapi kekurangan berkas, tim Rasiyo-Lucy datangi KPU Surabaya",http://www.merdeka.com/politik/lengkapi-kekurangan-berkas-tim-rasiyo-lucy-datangi-kpu-surabaya.html,news,Rasiyo
detik com,17-Sep-15,Zulkifli Hasan: Kenapa Risma Harus Diboikot?,http://news.detik.com/wawancara/3021448/zulkifli-hasan-kenapa-risma-harus-diboikot,news,Risma
pojok pitu,17-Sep-15,"masa kampanye,bawaslu fokus pengawasan atribut dan peraga pemilu",http://pojokpitu.com/baca.php?idurut=14524&&top=1&&ktg=&&keyrbk=Pilkada&&keyjdl=Pilkada,news,
surabaya kita,17-Sep-15,Lucy Lengkapi Berkas Tidak Pailit,http://www.surabayakita.com/index.php?option=com_content&view=article&id=10359:lucy-lengkapi-berkas-tidak-pailit&catid=29:politik&Itemid=47,news,Lucy
surabaya kita,17-Sep-15,Tim Risma Whisnu Cermati Data Pemilih,http://www.surabayakita.com/index.php?option=com_content&view=article&id=10352:tim-risma-whisnu-cermati-data-pemilih&catid=29&Itemid=47,news,Risma
antara jatim,17-Sep-15,Siswa Surabaya Dukung KPU Dengan Sapu Lidi,http://www.antarajatim.com/berita/164571/siswa-surabaya-dukung-kpu-dengan-sapu-lidi?utm_source=fly&utm_medium=related&utm_campaign=news,news,
kabar surabaya,17-Sep-15,KPU Surabaya Terima Kelengkapan Dokumen Syarat Pencalonan Pasangan Rasiyo-Lusy Kurniasari,http://kabarsurabaya.com/?p=3959,news,Rasiyo
suara surabaya,18-Sep-15,Panwaslu Akan Memanggil KPU RI Tentang Regulasi yang Multitafsir,http://politik.suarasurabaya.net/news/2015/159232-Panwaslu-Akan-Memanggil-KPU-RI-Tentang-Regulasi-yang-Multitafsir,news,
suara surabaya,18-Sep-15,Panwaslu: Kemungkinan Pelanggaran KPU Hanya Administrasi,http://politik.suarasurabaya.net/news/2015/159231-Panwaslu:-Kemungkinan-Pelanggaran-KPU-Hanya-Administrasi,news,
suara surabaya,18-Sep-15,Panwaslu Panggil KPU Berkaitan Sengketa Koalisi Majapahit,http://politik.suarasurabaya.net/news/2015/159230-Panwaslu-Panggil-KPU-Berkaitan-Sengketa-Koalisi-Majapahit,news,
suara surabaya,18-Sep-15,Panwaslu Kota Surabaya Pastikan Minta Penjelasan KPU RI,http://politik.suarasurabaya.net/news/2015/159290-Panwaslu-Kota-Surabaya-Pastikan-Minta-Penjelasan-KPU-RI,news,
