kategori,tanggal,judul,deskripsi,page_url,,,
B.K.S.A.P.,30 Nopember 2010,KETUA DPR SERAHKAN JABATAN PRESIDEN APA,"Ketua DPR RI, Marzuki Alie sebagai Presiden APA(Asian Parlementary Assembly ) periode 2008-2010 menyerahkan jabatannya kepada Presiden...",http://dpr.go.id/berita/detail/id/2168,,,
M.K.D.,30 Nopember 2010,PIMPINAN DPR LANTIK ANGGOTA BK BARU,"Rapat Badan Kehormatan (BK) DPR, di Gedung Nusantara II, Selasa (30/11) yang dipimpin Wakil Ketua DPR Taufik Kurniawan menetapkan...",http://dpr.go.id/berita/detail/id/2167,,,
B.K.S.A.P.,30 Nopember 2010,SIDANG PLENO APA ke-5 DI SURIAH,DPR RI GOLKAN HAK-HAK BURUH MIGRAN Delegasi DPR RI menggolkan upaya awal bagi seluruh Parlemen di Asia untuk menghormati dan...,http://dpr.go.id/berita/detail/id/2166,,,
LAIN-LAIN,30 Nopember 2010,PARIPURNA DPR TETAPKAN KETUA KPK BARU,"Paripurna DPR akhirnya menetapkan Ketua Komisi Pemberantasan Korupsi (KPK) yang baru. Dengan meminta persetujuan peserta rapat, pimpinan rapat sekaligus Wakil...",http://dpr.go.id/berita/detail/id/2165,,,
KOMISI IX,29 Nopember 2010,KOMISI IX DESAK KEMENAKERTRANS MORATORIUM TKI KE SAUDI ARABIA,Komisi IX DPR mendesak pemerintah dalam hal ini Kementerian Tenaga Kerja dan Transmigrasi (Kemenakertrans) untuk melakukan moratorium/penghentian sementara pelaksanaan...,http://dpr.go.id/berita/detail/id/2164,,,
KOMISI V,29 Nopember 2010,STRATEGI DIRJEN PENATAAN RUANG ATASI BELUM SELESAINYA RTRW DIPERTANYAKAN,Komisi V DPR RI menanyakan Direktur Jenderal Penataan Ruang Kementerian Pekerjaan Umum (PU) strategi apa yang dijalankan untuk mengatasi...,http://dpr.go.id/berita/detail/id/2162,,,
KOMISI VII,29 Nopember 2010,Komisi VII Akan Undang PT. TPPI Terkait Hutangnya Kepada Pertamina,Komisi VII DPR akan segera mengundang PT. Trans Pacific Petrochemical Indotama (PT. TPPI) terkait penyelesaian masalah hutangnya kepada Pertamina....,http://dpr.go.id/berita/detail/id/2161,,,
LAIN-LAIN,29 Nopember 2010,SEKJEN DPR RESMIKAN KANTOR KORPRI DAN P3S,"Bertepatan dengan Hari Ulang Tahun KORPRI ke 39, Sekretaris Jenderal DPR RI Nining Indra Saleh meresmikan kantor bersama Sekretariat...",http://dpr.go.id/berita/detail/id/2160,,,
KOMISI VI,26 Nopember 2010,KOMISI VI DPR RI MENOLAK PT.PERTAMINA AKUISISI PT.MEDCO,Komisi VI secara aklamasi menolak rencana PT.Pertamina (Persero) untuk melakukan akuisisi terhadap PT Medco Energi Internasional Tbk melalui pembelian saham...,http://dpr.go.id/berita/detail/id/2158,,,
KOMISI VII,26 Nopember 2010,DPR Minta Pertamina Optimalkan Eksplorasi Migas,DPR meminta PT Pertamina (Persero) selaku BUMN yang bergerak di bidang migas agar mengoptimalkan usahanya dibidang eksplorasi minyak dan gas....,http://dpr.go.id/berita/detail/id/2157,,,
LAIN-LAIN,26 Nopember 2010,Biro Humas dan Pemberitaan Diminta Tingkatkan Performancenya,"Deputi Bidang Persidangan dan KSAP Achmad Djuned mengatakan, Biro humas menghadapi tantangan besar sebagai garda terdepan dalam pencitraan DPR...",http://dpr.go.id/berita/detail/id/2156,,,
PIMPINAN,25 Nopember 2010,"Pemuda, Pendorong Transformasi Konstruktif Nilai-nilai Demokrasi","Ketua DPR RI, Marzukie Alie mengharapkan agar para pemuda di setiap negara dapat menjadi pendorong dalam transformasi konstruktif untuk mempromosikan...",http://dpr.go.id/berita/detail/id/2159,,,
KOMISI II,25 Nopember 2010,KOMISI II DPR - PEMERINTAH SIAP BAHAS PENYEMPURNAAN UU PARTAI POLITIK,Komisi II DPR dan pemerintah sepakat untuk segera membahas perubahan atas UU No.2 Tahun 2008 Tentang Partai Politik. Kesepakatan...,http://dpr.go.id/berita/detail/id/2155,,,
KOMISI VII,25 Nopember 2010,Komisi VII Minta BP Migas Capai Target Lifting Minyak,Komisi VII DPR meminta Kepala BP Migas untuk mengupayakan pencapaian target lifting minyak tahun 2010 sebesar 965ribu barel perhari. Demikian salah...,http://dpr.go.id/berita/detail/id/2154,,,
KOMISI X,25 Nopember 2010,Menuntut Kepastian Sejumlah Guru TK Bertemu DPR,Sejumlah guru Taman Kanak-kanak yang tegabung kedalam Ikatan Guru Taman Kanan-kanak Indonesia-Persatuan Guru Republik Indonesia (IGTK-PGRI) mengaku resah dengan adanya...,http://dpr.go.id/berita/detail/id/2153,,,
KOMISI V,25 Nopember 2010,KOMISI V MINTA PENJELASAN DIRUT GARUDA TERKAIT PEMBATALAN BEBERAPA PENERBANGAN,Komisi V DPR RI meminta penjelasan Direktur Utama Garuda Indonesia terkait terjadinya delay dan penundaan keberangkatan pesawat yang terjadi...,http://dpr.go.id/berita/detail/id/2152,,,
KOMISI III,25 Nopember 2010,DPR MINTA BUSYRO DUKUNG PEMISKINAN KORUPTOR,"Komitmen calon pengganti pimpinan KPK pengganti, Busyro Muqoddas jadi fokus perhatian anggota komisi III dalam sesi pertama uji kepatutan dan...",http://dpr.go.id/berita/detail/id/2151,,,
KOMISI IV,25 Nopember 2010,KOMISI IV DPR MERASA PRIHATIN TERHADAP PETANI KAKAO YANG SAAT INI KONDISINYA SANGAT TERPURUK,"Petani Kakao saat ini kondisinya memang sudah sangat memprihatinkan, karena buah kakao tersebut diserang eleh hama busuk buah. Demikian...",http://dpr.go.id/berita/detail/id/2150,,,
KOMISI III,24 Nopember 2010,KOMISI III DPR RI GELAR UJI KEPATUTAN DAN KELAYAKAN CALON PENGGANTI PIMPINAN KPK,Pimpinan sidang yang juga ketua komisi III Benny K. Harman membuka rapat Rabu (24/11) dengan agenda uji kepatutan dan...,http://dpr.go.id/berita/detail/id/2148,,,
KOMISI III,24 Nopember 2010,KOMISI III DPR RI TERIMA ASPIRASI ADVOKAT KAI,"Komisi III DPR RI meminta agar Pengurus Kongres Advokat Indonesia (KAI) untuk membangun dan menciptakan suasana yang kondunsif, terutama...",http://dpr.go.id/berita/detail/id/2147,,,
KOMISI IX,23 Nopember 2010,STOP PENGIRIMAN TKI BERKUALITAS PRT,Penganiayaan terhadap Sumiati dan Kikim Komalasari merupakan puncak dari fenomena gunung es derita Tenaga Kerja Indonesia (TKI). Sejak pertama pengiriman TKI ke...,http://dpr.go.id/berita/detail/id/2146,,,
KOMISI XI,23 Nopember 2010,Komisi XI DPR Sesalkan Audiensi SP BCA Bersatu,Komisi XI DPR menyesalkan audiensi dengan Serikat Pekerja BCA Bersatu tidak memberikan masukan terkait persoalan di dunia perbankan khususnya persoalan...,http://dpr.go.id/berita/detail/id/2144,,,
KOMISI V,23 Nopember 2010,Rendy Sarankan Dirjen Hubud Copot Direktur Operasional Garuda,"Anggota Komisi V DPR Rendy Lamajido (F-PDIP) menegaskan, dirinya akan meminta Dirjen Perhubungan Udara untuk menegur manajemen Garuda Indonesia (GI)...",http://dpr.go.id/berita/detail/id/2143,,,
BADAN LEGISLASI,23 Nopember 2010,KOALISI MASYARAKAT SIPIL MINTA PROLEGNAS 2011 TERBUKA DAN PARTISIPATIF,"Banyaknya jumlah RUU yang diprioritaskan, kurangnya tingkat validitas informasi kesiapan RUU, dan proses pembahasan yang belum optimal menjadi masalah dalam...",http://dpr.go.id/berita/detail/id/2142,,,
KOMISI I,23 Nopember 2010,KOMISI I DPR-RI PUJI KESIGAPAN TNI TANGGULANI KORBAN BENCANA ALAM,"Kunjungan Kerja Komisi I Dewan Perwakilan Rakyat Republik Indonesia (DPR RI) pada masa reses Masa Persidangan I Tahun sidang 2010-2011,...",http://dpr.go.id/berita/detail/id/2141,,,
KOMISI IV,22 Nopember 2010,KOMISI IV DPR TELAH MENYETUJUI RANCANGAN RKA-KL KEMENTERIAN PERTANIAN TAHUN ANGGARAN 2011 SEBESAR 16 TRILIUN LEBIH,"Rapat Kerja antara Komisi IV DPR dengan Kementerian Pertanian pada hari Rabu, (1/9) di gedung DPR Senayan Jakarta, telah menyetujui...",http://dpr.go.id/berita/detail/id/2149,,,
LAIN-LAIN,22 Nopember 2010,Sejumlah Anggota DPR Usulkan Bentuk Tim Pengawas TKI,Sejumlah Anggota DPR mengusulkan pembentukan tim pengawas khusus dari DPR yang khusus menangani persoalan TKI di luar negeri. Hal tersebut...,http://dpr.go.id/berita/detail/id/2140,,,
PIMPINAN,22 Nopember 2010,Tim Pengawas Haji Masih Diperlukan,"Ketua DPR Marzuki Alie menilai, tim pengawas Haji masih diperlukan keberadaannya. Karena dari pengawasan tahun lalu, telah berhasil menurunkan...",http://dpr.go.id/berita/detail/id/2139,,,
PIMPINAN,22 Nopember 2010,DPR MINTA BPK AUDIT INVESTIGASI PT KRAKATAU STEEL,"Untuk memantau pelaksanaan IPO PT Krakatau Steel, Dewan meminta BPK RI untuk segera melakukan audit investigatif terhadap PT. Krakatau...",http://dpr.go.id/berita/detail/id/2138,,,
PIMPINAN,22 Nopember 2010,DPR Perlu Lakukan Evaluasi Pelaksanaan APBN 2010,"DPR perlu melakukan evaluasi terhadap pelaksanaan APBN Tahun 2010. Kementerian Keuangan mencatat, hingga tanggal 15 Oktober, realisasi belanja negara...",http://dpr.go.id/berita/detail/id/2137,,,
PIMPINAN,22 Nopember 2010,DPR SEGERA PANGGIL KAPOLRI TERKAIT KASUS GAYUS,Pimpinan Dewan meminta Komisi III DPR segera memanggil Kapolri untuk meminta pertanggungjawabannya terkait kasus mafia hukum. “Kita perlu menagih janji Kapolri...,http://dpr.go.id/berita/detail/id/2136,,,
PIMPINAN,22 Nopember 2010,DPR DESAK PEMERINTAH MAKSIMALKAN PENYERAPAN ANGGARAN,DPR mendesak pemerintah agar lebih kreatif dalam memaksimalkan penyerapan anggaran belanja yang belum terserap untuk program-program yang secara langsung...,http://dpr.go.id/berita/detail/id/2135,,,
PIMPINAN,22 Nopember 2010,DPR Targetkan Selesaikan Tujuh RUU Pada Masa Sidang II,Dewan Perwakilan Rakyat menargetkan dapat menyelesaikan pembahasan 6 (enam) sampai 7 (tujuh) RUU Masa Sidang II Tahun Sidang 2010-2011....,http://dpr.go.id/berita/detail/id/2134,,,
LAIN-LAIN,22 Nopember 2010,Aksi Tanda Tangan Spanduk sebagai simbol dukungan terhadap komitmen global hapus kekerasan terhadap perempuan,"Dalam rangka memperingati hari Internasional untuk Penghapusan Kekerasan Terhadap Perempuan yang jatuh pada tanggal 25 Nopember, Anggota DPR akan...",http://dpr.go.id/berita/detail/id/2132,,,
KOMISI VIII,16 Nopember 2010,78 Calon Jemaah Haji Indonesia Stress Berat,"Selain soal pemondokan dan terlambatnya maskapai, Tim Pengawas Haji DPR RI gelombang kedua menemukan adanya kelemahan kontrol kesehatan terhadap jamaah...",http://dpr.go.id/berita/detail/id/2130,,,
LAIN-LAIN,16 Nopember 2010,FPDIP DORONG RUU KESEHATAN JIWA,"Fraksi PDIP mengharapkan RUU Kesehatan Jiwa segera dibahas oleh DPR, karena RUU ini sangat penting dalam mencegah trauma korban bencana. “Nantinya...",http://dpr.go.id/berita/detail/id/2129,,,
PIMPINAN,16 Nopember 2010,KETUA DPR DAN BURT TINJAU PENGUNGSI GUDANG BULOG MERTOYUDAN,Ketua DPR Marzuki Alie beserta 15 orang anggota Badan Urusan Rumah Tangga (BURT) DPR meninjau langsung para pengungsi Gudang 501...,http://dpr.go.id/berita/detail/id/2128,,,
KOMISI IX,15 Nopember 2010,KEBERADAAN RUMAH SAKIT DI TIAP KABUPATEN LEBIH MENDESAK DARIPADA RUMAH SAKIT PROVINSI,"Sebagai salah satu daerah pemekaran, Provinsi Gorontalo menjadi daerah yang belum mempunyai rumah sakit tingkat provinsi. Hal ini menjadi salah...",http://dpr.go.id/berita/detail/id/2145,,,
KOMISI V,15 Nopember 2010,"2011, Bandara Saniban Dikembangkan","Upaya pemerintah Kabupaten Kolaka agar Bandara Sangia Ni Bandera mendapat suntikan dana dari pemerintah pusat, menemui titik terang. Komisi...",http://dpr.go.id/berita/detail/id/2127,,,
KOMISI V,15 Nopember 2010,DPR Dukung Pengembangan Bandara Sangia Nibandera dan Pelabuhan Samudera Kolaka,"Komisi V DPR RI mendukung pengembangan Bandara Sangia Nibandera Kolaka, Sultra. Selain itu, DPR juga menyetujui pengembangan Pelabuhan...",http://dpr.go.id/berita/detail/id/2126,,,
KOMISI V,15 Nopember 2010,Komisi V DPR RI Kunjungan Kerja di Sultra,"Komisi V Dewan Perwakilan Rakyat Republik Indonesia, melakukan kunjungan kerja di Sulawesi Tenggara, Rabu (10/11/2010). Rombongan komisi V ini...",http://dpr.go.id/berita/detail/id/2125,,,
KOMISI V,14 Nopember 2010,Fary Apresiasi Positif Penanganan Pengungsi di Ngadirejo,"Anggota Komisi V DPR Fary Djemy Francis mengatakan, kondisi para pengungsi di Lapangan Tembak Militer Ngadirejo cukup baik penangananya khususnya...",http://dpr.go.id/berita/detail/id/2123,,,
KOMISI V,14 Nopember 2010,Komisi V DPR Tinjau Korban Merapi di Ngadirejo,"Komisi V DPR melakukan peninjauan mendadak ke Lapangan tembak Barak Militer Ngadirejo. Pada kunjungannya, rombongan Komisi V DPR yang membidangi...",http://dpr.go.id/berita/detail/id/2122,,,
KOMISI V,14 Nopember 2010,Komisi V DPR Harapkan Bandara Adi Sucipto Segera dibuka,Komisi V DPR RI mengharapkan Bandara Adi Sutjipto Yogyakarta dapat segera dibuka kembali. Pendapat tersebut dikemukakan oeh Wakil Ketua Komisi...,http://dpr.go.id/berita/detail/id/2121,,,
KOMISI V,14 Nopember 2010,Pemerintah Harus Ambil Kebijakan Terpadu Terkait Pengungsi Merapi,"Wakil Ketua Komisi V DPR Yoseph Umar Hadi mengatakan, pemerintah harus mengambil kebijakan yang jelas dan terpadu terkait persoalan pengungsi...",http://dpr.go.id/berita/detail/id/2120,,,
LAIN-LAIN,13 Nopember 2010,Posko DPR Peduli Survey Enam Titik Pengungsi,Wakil Ketua Tim Posko DPR Peduli Achmad Djuned mengadakan kunjungan survey enam titik tempatpengungsian korban merapi. Tim mengunjungi beberapa titik pengungsian ...,http://dpr.go.id/berita/detail/id/2119,,,
KOMISI I,12 Nopember 2010,Komisi I DPR Disuguhi Atraksi Prajurit Batalyon 733 Raider,Tim Kunker Komisi I DPR disuguhi atraksi yang dilakukan oleh para prajurit TNI dari Batalyon 733 Raider ketika berkunjung ke...,http://dpr.go.id/berita/detail/id/2118,,,
KOMISI I,12 Nopember 2010,Pangdam XVI-Pattimura Diminta Lakukan Pembinaan Pemuda Maluku,"Anggota Komisi I DPR, Azwar Abubakar (F-PAN) meminta kepada Panglima Komando Daerah Militer (Pangdam) XVI/Pattimura untuk melakukan pembinaan terhadap para...",http://dpr.go.id/berita/detail/id/2117,,,
KOMISI I,12 Nopember 2010,Yoyoh Yusroh - Kesejahteraan Prajurit TNI Di Pulau Terluar Harus Ditingkatkan,Anggota Komisi I DPR dari Fraksi Partai Keadilan Sejahtera Yoyoh Yusroh meminta kepada pihak TNI agar kesejahteraan prajurit yang bertugas...,http://dpr.go.id/berita/detail/id/2116,,,
LAIN-LAIN,12 Nopember 2010,BURT Apresiasi Positif Posko DPR Peduli Bencana,"Anggota BURT Oelfah A. Syarullah Harmanto mengatakan, dirinya mengapresiasi positif terhadap kehadiran posko DPR Peduli Merapi Yogyakarta. “Awalnya ini merupakan ide...",http://dpr.go.id/berita/detail/id/2114,,,
LAIN-LAIN,12 Nopember 2010,Tim Advanced Posko DPR Peduli survey lokasi pengungsi,Tim Rombongan Posko DPR Peduli yang dipimpin oleh Wakil Ketua Tim Achmad Djuned telah melakukan survey pertama pada beberapa lokasi...,http://dpr.go.id/berita/detail/id/2113,,,
PIMPINAN,11 Nopember 2010,DPR SETUJUI RUU DESA SEGERA DIREALISASIKAN,Forum Komunikasi Lurah dan Kepala Desa berprestasi se-D.I Yogyakarta datang menemui pimpinan DPR untuk menyampaikan aspirasinya mengenai Rancangan Undang-undang...,http://dpr.go.id/berita/detail/id/2115,,,
PIMPINAN,10 Nopember 2010,DPR Bentuk Posko Peduli Bencana,Guna merespons hasil keputusan rapat BURT dengan Setjen DPR dalam merespons peristiwa alam di Indonesia. DPR RI memutuskan membentuk Posko...,http://dpr.go.id/berita/detail/id/2112,,,
PIMPINAN,10 Nopember 2010,Ketua DPR RI Marzuki Alie menjadi Inspektur Upacara di atas KRI Makassar dalam rangka hari pahlawan,Ketua DPR RI Marzuki Alie berangkat menuju perairan teluk jakarta dengan menggunakan KRI Makassar (590) / pada pukul 07.00 pagi.Rombongan...,http://dpr.go.id/berita/detail/id/2111,,,
KOMISI VII,09 Nopember 2010,KOMISI VII DPR MERASA PRIHATIN DENGAN KONDISI TAILING YANG MEMBUAT DANGKAL SUNGAI AIKWA MIMIKA,Komisi VII DPR merasa prihatin setelah mendengar paparan Bupati Mimika Klemen Tinal di Pendopo Bupati Mimika. ”Pembuangan tailing (limbah tambang)...,http://dpr.go.id/berita/detail/id/2124,,,
LAIN-LAIN,09 Nopember 2010,DPR AKAN BUKA POSKO DPR PEDULI,"Bencana Merapi yang sudah semakin hebat dampaknya menjadi perhatian bagi DPR RI. Ketua DPR RI DR.H.Marzuki Alie, Senin (8/11)...",http://dpr.go.id/berita/detail/id/2109,,,
KOMISI VII,09 Nopember 2010,Reshufle Menteri ESDM Prerogatif Presiden,Anggota Komisi VII DPR Sutan Sukarnotomo menilai kinerja Kementerian Energi Sumber Daya Mineral menunjukkan peningkatan dan kemajuan signifikan. Menurut Sutan...,http://dpr.go.id/berita/detail/id/2108,,,
PIMPINAN,08 Nopember 2010,Cina Berikan Bantuan 10 Juta Yuan Untuk Korban Bencana,Pemerintah Cina memberikan bantuan 10 Juta yuan untuk korban bencana di Indonesia. Hal tersebut disampaikan oleh Ketua Komite Tetap Kongres...,http://dpr.go.id/berita/detail/id/2107,,,
KOMISI VIII,08 Nopember 2010,KOMISI VIII DPR RI BERKOMITMEN MENAIKKAN ANGGARAN KEMENTERIAN AGAMA PADA TAHUN 2011 SEBESAR Rp. 29 TRILIYUN,"Komisi VIII DPR RI yang membidangi Agama, Sosial, Pemberdayaan Perempuan, Perlindungan Anak dan Bencana, tanggal 27 - 29 Oktober 2010...",http://dpr.go.id/berita/detail/id/2106,,,
KOMISI VII,05 Nopember 2010,MITRA KERJA KOMISI VII BANTU KORBAN MERAPI,"Zainudin Amali Ketua Tim Kunjungan Kerja (Kunker) Komisi VII DPR ke Propinsi Daerah Istimewa Yogyakarta (DIY) menyatakan bahwa, berkenaan dengan...",http://dpr.go.id/berita/detail/id/2110,,,
KOMISI VII,05 Nopember 2010,BATAN HARUS SIAP GUNAKAN NUKLIR SEBAGAI ENERGI PRIMER,Pusat Teknologi Akselerator dan Penelitian Bahan (PTAPB) BATAN di Yogyakarta harus mempersiapkan diri dan mempersiapkan langkah-langkah jika suatu saat nanti...,http://dpr.go.id/berita/detail/id/2105,,,
KOMISI VII,05 Nopember 2010,KOMISI VII DPR BERI DUKUNGAN BADAN GEOLOGI,"Fungsi dan peran Badan Geologi sangat penting khususnya bagi Negara Indonesia yang potensi rawan bencana geologi seperti gempabumi/tsunami, letusan...",http://dpr.go.id/berita/detail/id/2104,,,
KOMISI VII,05 Nopember 2010,KONFLIK TUMPANG TINDIH LAHAN KARENA KOMUNIKASI TERPUTUS,Konflik tumpang tindih lahan yang masih belum terselesaikan diantara pengusaha pertambangan di Provinsi Jambi disebabkan komunikasi yang terputus. Dalam hal...,http://dpr.go.id/berita/detail/id/2103,,,
KOMISI I,05 Nopember 2010,KOMISI I DPR TINJAU KESEJAHTERAAN ANGGOTA TNI DI PROV. BALI,"Komisi yang membidangi Pertahanan, Luar Negeri, Intiligent, Komunikasi dan Informasi akan melakukan kunjungan kerja (Kunker) Masa Persidangan I Tahun Sidang...",http://dpr.go.id/berita/detail/id/2102,,,
KOMISI VII,05 Nopember 2010,KOMISI VII DPR MINTA KILANG MINYAK PERTAMINA CILACAP DIMAKSIMALKAN,"Komisi VII DPR meminta Pertamina memaksimalkan kilang minyak di Cilacap, satu masalah saja dapat berakibat pada suplai BBM untuk Pulau Jawa dan bahkan nasional....",http://dpr.go.id/berita/detail/id/2101,,,
KOMISI I,05 Nopember 2010,Hayono Isman - Kunjungan Kerja Ke Maluku Harus Dimaksimalkan,"Wakil Ketua Komisi I DPR RI, Hayono Isman (F-PD) menegaskan agar waktu Kunjungan Kerja (kunker) Komisi I ke Provinsi Maluku...",http://dpr.go.id/berita/detail/id/2100,,,
KOMISI VII,05 Nopember 2010,PT PERTAMINA DIMINTA TINDAK TEGAS SPBU NAKAL,PT Pertamina diminta menindak tegas bahkan menghentikan penyaluran bahan bakar minyak kepada SPBU yang menjual bahan bakar bersubsidi ke...,http://dpr.go.id/berita/detail/id/2099,,,
KOMISI VII,05 Nopember 2010,DEWAN TANYAKAN PENGAWASAN PEMDA JAMBI TERKAIT ISU LINGKUNGAN,Komisi VII DPR RI yang membidangi diantaranya masalah lingkungan hidup menanyakan sejauhmana Pemerintah Daerah Provinsi Jambi dalam melakukan pengawasan...,http://dpr.go.id/berita/detail/id/2098,,,
KOMISI VII,04 Nopember 2010,KASUS KEBOCORAN GAS DI INDRAGIRI HULU DIPERTANYAKAN KOMISI VII,Komisi VII DPR RI menanyakan penanganan yang telah dilakukan PT. Transgasindo atas kebocoran pipa di titik KP 277 di Desa...,http://dpr.go.id/berita/detail/id/2097,,,
KOMISI IV,04 Nopember 2010,KOMISI IV DPR RI KUNJUNGi PROVINSI KALIMANTAN TENGAH,"Dalam rangka pelaksanaan Kunjungan Kerja Komisi IV DPR RI pada Reses Masa Persidangan I Tahun Sidang 2010-2011, Komisi IV DPR...",http://dpr.go.id/berita/detail/id/2096,,,
KOMISI IV,04 Nopember 2010,DPR Menyetujui Tambahan Anggaran Rp. 15 milyar dari APBN untuk Penanggulangan Rabies di Bali,Hal itu mengemuka saat Tim Kunjungan Kerja Komisi IV DPR RI melakukan pertemuan dengan Gubernur Bali beserta jajaran dinas terkait....,http://dpr.go.id/berita/detail/id/2095,,,
KOMISI VII,04 Nopember 2010,KOMISI VII TANYAKAN JANGKAUAN DISTRIBUSI PERTAMAX DI WILAYAH JAMBI,Komisi VII DPR RI menanyakan sejauh mana pendistribusian Pertamax dapat menjangkau kabupaten-kabupaten yang berada di Provinsi Jambi. Hal ini...,http://dpr.go.id/berita/detail/id/2094,,,
KOMISI VII,04 Nopember 2010,PEMDA JAMBI DIMINTA SELEKTIF KELUARKAN IJIN PENAMBANG,Komisi VII DPR RI meminta Pemerintah Daerah Jambi untuk lebih selektif dan betul-betul melakukan perhitungan yang matang dalam memberikan...,http://dpr.go.id/berita/detail/id/2093,,,
KOMISI VII,04 Nopember 2010,KOMISI VII BERHARAP PEMBANGUNAN PLTA KERINCI DAPAT PENUHI KEKURANGAN LISTRIK DI JAMBI,Komisi VII DPR RI berharap pembangunan Pembangkit Listrik Tenaga Air (PLTA) di Kabupaten Kerinci dapat memenuhi ketersediaan energi listrik...,http://dpr.go.id/berita/detail/id/2092,,,
PIMPINAN,03 Nopember 2010,KETUA DPR LANTIK ANGGOTA PAW,Ketua DPR Marzuki Alie melantik dua orang Anggota DPR Pengganti Antar Waktu (PAW). Dua orang yang dilantik tersebut adalah...,http://dpr.go.id/berita/detail/id/2088,,,
PIMPINAN,03 Nopember 2010,DPR RI Kucurkan Dana 150 M Untuk Bencana,Pimpinan DPR bersama dengan 37 orang anggota Komisi VIII dan Komisi VII DPR meninjau langsung kondisi korban merapi di berbagai...,http://dpr.go.id/berita/detail/id/2087,,,
KOMISI II,02 Nopember 2010,SOROTI KINERJA BPN YANG LAMBAN MENYELESAIKAN KASUS - KASUS SENGKETA TANAH DI MALUKU,Komisi II DPR-RI meminta pemerintah pusat segera menyelesaikan masalah sertifikat tanah ribuan transmigran lokal (translok) di berbagai daerah yang hingga...,http://dpr.go.id/berita/detail/id/2091,,,
KOMISI II,02 Nopember 2010,KOMISI II SERAP ASPIRASI PEMERINTAH PROVINSI MALUKU TERKAIT PEMBENTUKAN PROVINSI KEPULAUAN,"Pada Reses Masa Persidangan I Tahun Sidang 2010-2011. Komisi II DPR RI yang membidangi, masalah Pemerintahan Dalam Negeri dan...",http://dpr.go.id/berita/detail/id/2090,,,
PIMPINAN,02 Nopember 2010,Ketua DPR Terima Kunjungan Perdana Menteri Australia,"Ketua DPR, Marzuki Alie menyambut baik kedatangan Perdana Menteri Australia, Julia Gilliard di Ruang Ketua, Gedung Nusantara III, Selasa (02/11)....",http://dpr.go.id/berita/detail/id/2086,,,
LAIN-LAIN,02 Nopember 2010,DPR Tidak Fasilitasi Keluarga yang Ikut Kunjungan,"Sekretaris Jenderal DPR, Nining Indra Shaleh menjamin DPR tidak memfasilitasi anggota keluarga DPR yang mengikuti kunjungan ke luar negeri tidak...",http://dpr.go.id/berita/detail/id/2085,,,
KOMISI II,02 Nopember 2010,SENGKETA PEMILU DI PAPUA,Sengketa Pemilu dimasing-masing daerah yang berakhir dengan keputusan-keputusan yang menimbulkan persoalan baik di Pengadilan Tata Usaha Negara (PTUN) maupun ditingkat...,http://dpr.go.id/berita/detail/id/2084,,,
KOMISI II,02 Nopember 2010,PERTANAHAN DI PAPUA PERLU MANAJEMEN BARU,"Komisi II DPR yang membidangi masalah Pemerintahan Dalam Negeri dan Otonomi Daerah, Aparatur Negara, Agraria dan Komisi Pemilihan Umum...",http://dpr.go.id/berita/detail/id/2083,,,
KOMISI II,02 Nopember 2010,PEMEKARAN KABUPATEN MAUPUN PROPINSI PAPUA MENUNGGU GRAND DESAIN PEMERINTAH,Komisi II DPR membantah jika selama ini dibelakang pemekaran sejumlah Kabupaten maupun Propinsi Papua. Pasalnya DPR RI hanya bersifat menerima...,http://dpr.go.id/berita/detail/id/2082,,,
KOMISI IX,01 Nopember 2010,KOMISI IX DESAK PEMERINTAH SEGERA RELOKASI KORBAN GEMPA SUMBAR 2009,Bencana gempa di Sumatera Barat yang terjadi pada 30 September 2009 masih menyisakan persoalan. Penanganan korban gempa di wilayah Kabupaten...,http://dpr.go.id/berita/detail/id/2081,,,
KOMISI IX,01 Nopember 2010,"MEMPRIHATINKAN, KONDISI BLK PADANG","Kondisi Balai Latihan Kerja (BLK) khusus perdagangan Kota Padang sangat memprihatinkan. Selain kondisi bangunan yang terkesan tidak dirawat, peralatan yang...",http://dpr.go.id/berita/detail/id/2080,,,
KOMISI IX,01 Nopember 2010,KOMISI IX BANTU PEMBANGUNAN KEMBALI RS M DJAMIL YANG RUSAK AKIBAT GEMPA,Tim Kunjungan Kerja Komisi IX DPR sangat terkejut dan prihatin atas kondisi RS M Djamil Padang pasca gempa 30 September...,http://dpr.go.id/berita/detail/id/2079,,,
PIMPINAN,01 Nopember 2010,Wakil Ketua DPR Kunjungi Korban Merapi,Wakil ketua DPR Priyo Budi Santoso direncanakan akan meninjau korban bencana Merapi Yogyakarta hari Selasa 1-2 November 2010. Kunjungan Pimpinan...,http://dpr.go.id/berita/detail/id/2078,,,
KOMISI IX,01 Nopember 2010,KOMISI IX SERAHKAN BANTUAN UNTUK MENTAWAI,Komisi IX DPR memperlihatkan kepedulian kepada korban bencana yang terjadi di Indonesia. Dalam Kunjungan Kerja (Kunker) Komisi IX ke Sumatera...,http://dpr.go.id/berita/detail/id/2077,,,
KOMISI IX,29 Oktober 2010,Komisi IX Akan Lakukan Kunjungan Kerja ke Gorontalo,"Pada Reses Masa Persidangan I Tahun Sidang 2010-2011 ini, Komisi IX DPR-RI akan melakukan Kunjungan Kerja (Kunker) ke Provinsi Gorontalo....",http://dpr.go.id/berita/detail/id/2076,,,
